"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"04/01/2015","TUSSIONEX PENNKINETICNDA   #019111","SUPPL-18","CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX","UCB INC","Labeling","Approval"
"04/01/2015","ARTHROTECNDA   #020607","SUPPL-21","DICLOFENAC SODIUM; MISOPROSTOL","GD SEARLE LLC","Labeling","Approval"
"04/01/2015","VOTRIENTNDA   #022465","SUPPL-20","PAZOPANIB HYDROCHLORIDE","NOVARTIS","Labeling","Approval"
"04/01/2015","OMEPRAZOLEANDA  #075347","SUPPL-18","OMEPRAZOLE","ACTAVIS LABS FL INC","Labeling","Approval"
"04/01/2015","OMEPRAZOLEANDA  #075347","SUPPL-20","OMEPRAZOLE","ACTAVIS LABS FL INC","Labeling","Approval"
"04/01/2015","DIAZEPAMANDA  #077749","SUPPL-6","DIAZEPAM","VINTAGE PHARMS","Labeling","Approval"
"04/01/2015","ENSKYCEANDA  #201887","SUPPL-2","DESOGESTREL; ETHINYL ESTRADIOL","LUPIN LTD","Labeling","Approval"
"04/01/2015","NORETHINDRONE AND ETHINYL ESTRADIOL AND FERROUS FUMARATEANDA  #202086","ORIG-1","ETHINYL ESTRADIOL; NORETHINDRONE","MYLAN LABS LTD","","Approval"
"04/01/2015","SILDENAFIL CITRATEANDA  #203988","ORIG-1","SILDENAFIL CITRATE","AUROBINDO PHARMA LTD","","Approval"
"04/02/2015","DOLOPHINE HYDROCHLORIDENDA   #006134","SUPPL-38","METHADONE HYDROCHLORIDE","HIKMA","Labeling","Approval"
"04/02/2015","BIDILNDA   #020727","SUPPL-5","HYDRALAZINE HYDROCHLORIDE; ISOSORBIDE DINITRATE","ARBOR PHARMS LLC","Labeling","Approval"
"04/02/2015","TEMODARNDA   #021029","SUPPL-28","TEMOZOLOMIDE","MERCK SHARP DOHME","Labeling","Approval"
"04/02/2015","TEMODARNDA   #022277","SUPPL-8","TEMOZOLOMIDE","MERCK SHARP DOHME","Labeling","Approval"
"04/02/2015","ADCIRCANDA   #022332","SUPPL-7","TADALAFIL","ELI LILLY CO","Labeling","Approval"
"04/02/2015","LIDOCAINE HYDROCHLORIDEANDA  #040014","SUPPL-6","LIDOCAINE HYDROCHLORIDE","HI TECH PHARMA","Labeling","Approval"
"04/02/2015","ACEPHENANDA  #072344","SUPPL-9","ACETAMINOPHEN","ACP NIMBLE","Labeling","Approval"
"04/02/2015","DESMOPRESSIN ACETATEANDA  #074830","SUPPL-15","DESMOPRESSIN ACETATE","BAUSCH AND LOMB","Labeling","Approval"
"04/02/2015","MOEXIPRIL HYDROCHLORIDEANDA  #076204","SUPPL-12","MOEXIPRIL HYDROCHLORIDE","TEVA","Labeling","Approval"
"04/02/2015","MOEXIPRIL HYDROCHLORIDEANDA  #076204","SUPPL-13","MOEXIPRIL HYDROCHLORIDE","TEVA","Labeling","Approval"
"04/02/2015","ERRINANDA  #076225","SUPPL-11","NORETHINDRONE","MAYNE PHARMA","Labeling","Approval"
"04/02/2015","LANSOPRAZOLEANDA  #077255","SUPPL-14","LANSOPRAZOLE","TEVA PHARMS","Labeling","Approval"
"04/02/2015","ZOLPIDEM TARTRATEANDA  #078616","SUPPL-9","ZOLPIDEM TARTRATE","VINTAGE","Labeling","Approval"
"04/02/2015","DROSPIRENONE AND ETHINYL ESTRADIOLANDA  #078833","SUPPL-2","DROSPIRENONE; ETHINYL ESTRADIOL","WATSON LABS","Labeling","Approval"
"04/02/2015","GEMCITABINE HYDROCHLORIDEANDA  #079160","SUPPL-6","GEMCITABINE HYDROCHLORIDE","ACTAVIS TOTOWA","Labeling","Approval"
"04/02/2015","LETROZOLEANDA  #090789","SUPPL-1","LETROZOLE","VINTAGE PHARMS LLC","Labeling","Approval"
"04/02/2015","LETROZOLEANDA  #090789","SUPPL-3","LETROZOLE","VINTAGE PHARMS LLC","Labeling","Approval"
"04/02/2015","JENCYCLAANDA  #091323","SUPPL-2","NORETHINDRONE","LUPIN LTD","Labeling","Approval"
"04/02/2015","NAPROXEN SODIUMANDA  #200629","SUPPL-3","NAPROXEN SODIUM","AUROBINDO PHARMA LTD","Labeling","Approval"
"04/02/2015","RABEPRAZOLE SODIUMANDA  #202376","SUPPL-4","RABEPRAZOLE SODIUM","TORRENT","Labeling","Approval"
"04/02/2015","RABEPRAZOLE SODIUMANDA  #202376","SUPPL-5","RABEPRAZOLE SODIUM","TORRENT","Labeling","Approval"
"04/02/2015","ZIPRASIDONE HYDROCHLORIDEANDA  #202395","SUPPL-1","ZIPRASIDONE HYDROCHLORIDE","MYLAN","Labeling","Approval"
"04/02/2015","NORETHINDRONE ACETATE AND ETHINYL ESTRADIOLANDA  #203038","ORIG-1","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","GLENMARK GENERICS","","Approval"
"04/02/2015","ONDANSETRON HYDROCHLORIDEANDA  #203761","SUPPL-1","ONDANSETRON HYDROCHLORIDE","IPCA LABS LTD","Labeling","Approval"
"04/02/2015","SILDENAFIL CITRATEANDA  #203814","SUPPL-1","SILDENAFIL CITRATE","MACLEODS PHARMS LTD","Labeling","Approval"
"04/03/2015","FINACEANDA   #021470","SUPPL-10","AZELAIC ACID","LEO PHARMA AS","Labeling","Approval"
"04/03/2015","NALLPEN IN PLASTIC CONTAINERNDA   #050655","SUPPL-23","NAFCILLIN SODIUM","BAXTER HLTHCARE","Labeling","Approval"
"04/03/2015","RABEPRAZOLE SODIUMANDA  #076822","SUPPL-3","RABEPRAZOLE SODIUM","TEVA PHARMS USA","Labeling","Approval"
"04/03/2015","RABEPRAZOLE SODIUMANDA  #076822","SUPPL-4","RABEPRAZOLE SODIUM","TEVA PHARMS USA","Labeling","Approval"
"04/03/2015","RABEPRAZOLE SODIUMANDA  #076885","SUPPL-2","RABEPRAZOLE SODIUM","MYLAN","Labeling","Approval"
"04/03/2015","RABEPRAZOLE SODIUMANDA  #076885","SUPPL-3","RABEPRAZOLE SODIUM","MYLAN","Labeling","Approval"
"04/03/2015","NICOTINE POLACRILEXANDA  #077007","SUPPL-28","NICOTINE POLACRILEX","PERRIGO R AND D","Labeling","Approval"
"04/03/2015","HYDROCODONE BITARTRATE AND IBUPROFENANDA  #077723","SUPPL-4","HYDROCODONE BITARTRATE; IBUPROFEN","VINTAGE PHARMS","Labeling","Approval"
"04/03/2015","HYDROCODONE BITARTRATE AND IBUPROFENANDA  #077723","SUPPL-16","HYDROCODONE BITARTRATE; IBUPROFEN","VINTAGE PHARMS","Labeling","Approval"
"04/03/2015","HYDROCODONE BITARTRATE AND IBUPROFENANDA  #077727","SUPPL-12","HYDROCODONE BITARTRATE; IBUPROFEN","VINTAGE PHARMS","Labeling","Approval"
"04/03/2015","RABEPRAZOLE SODIUMANDA  #078964","SUPPL-2","RABEPRAZOLE SODIUM","LUPIN LTD","Labeling","Approval"
"04/03/2015","RABEPRAZOLE SODIUMANDA  #078964","SUPPL-3","RABEPRAZOLE SODIUM","LUPIN LTD","Labeling","Approval"
"04/03/2015","RABEPRAZOLE SODIUMANDA  #090678","SUPPL-3","RABEPRAZOLE SODIUM","LANNETT CO INC","Labeling","Approval"
"04/03/2015","RABEPRAZOLE SODIUMANDA  #090678","SUPPL-4","RABEPRAZOLE SODIUM","LANNETT CO INC","Labeling","Approval"
"04/03/2015","LANSOPRAZOLEANDA  #091269","SUPPL-6","LANSOPRAZOLE","DR REDDYS LABS LTD","Labeling","Approval"
"04/03/2015","SILDENAFIL CITRATEANDA  #091479","SUPPL-5","SILDENAFIL CITRATE","TORRENT PHARMS LTD","Labeling","Approval"
"04/03/2015","TUDORZA PRESSAIRNDA   #202450","SUPPL-5","ACLIDINIUM BROMIDE","CIRCASSIA","Labeling","Approval"
"04/03/2015","AMLODIPINE BESYLATE AND VALSARTANANDA  #202713","ORIG-1","AMLODIPINE BESYLATE; VALSARTAN","ALEMBIC PHARMS LTD","","Approval"
"04/03/2015","ONDANSETRON HYDROCHLORIDEANDA  #203711","SUPPL-1","ONDANSETRON HYDROCHLORIDE","QILU","Labeling","Approval"
"04/03/2015","DEXTROAMPHETAMINE SULFATEANDA  #203901","SUPPL-4","DEXTROAMPHETAMINE SULFATE","ACTAVIS ELIZABETH","Labeling","Approval"
"04/03/2015","DOCETAXELANDA  #204193","SUPPL-3","DOCETAXEL","DR REDDYS LABS LTD","Labeling","Approval"
"04/03/2015","MOXIFLOXACIN HYDROCHLORIDENDA   #205572","ORIG-1","MOXIFLOXACIN HYDROCHLORIDE","FRESENIUS KABI USA","Type 5 - New Formulation or New Manufacturer","Approval"
"04/03/2015","CRESEMBANDA   #207500","SUPPL-1","ISAVUCONAZONIUM SULFATE","ASTELLAS","Labeling","Approval"
"04/03/2015","CRESEMBANDA   #207501","SUPPL-1","ISAVUCONAZONIUM SULFATE","ASTELLAS","Labeling","Approval"
"04/06/2015","HYDROXYZINE HYDROCHLORIDEANDA  #040604","SUPPL-3","HYDROXYZINE HYDROCHLORIDE","EPIC PHARMA LLC","Labeling","Approval"
"04/06/2015","DIAZEPAMANDA  #071583","SUPPL-20","DIAZEPAM","HOSPIRA","Labeling","Approval"
"04/06/2015","DIAZEPAMANDA  #072079","SUPPL-22","DIAZEPAM","HOSPIRA","Labeling","Approval"
"04/06/2015","AMIODARONE HYDROCHLORIDEANDA  #074739","SUPPL-32","AMIODARONE HYDROCHLORIDE","TEVA PHARMS","Labeling","Approval"
"04/06/2015","AMIODARONE HYDROCHLORIDEANDA  #074739","SUPPL-33","AMIODARONE HYDROCHLORIDE","TEVA PHARMS","Labeling","Approval"
"04/06/2015","ACEBUTOLOL HYDROCHLORIDEANDA  #075047","SUPPL-7","ACEBUTOLOL HYDROCHLORIDE","AMNEAL PHARM","Labeling","Approval"
