"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"02/02/2015","MIACALCINNDA   #017808","SUPPL-36","CALCITONIN SALMON","MYLAN IRELAND LTD","Labeling","Approval"
"02/02/2015","CIPRONDA   #019537","SUPPL-83","CIPROFLOXACIN HYDROCHLORIDE","BAYER HLTHCARE","Efficacy","Approval"
"02/02/2015","ZOCORNDA   #019766","SUPPL-93","SIMVASTATIN","MSD MERCK CO","Labeling","Approval"
"02/02/2015","CIPRONDA   #019847","SUPPL-55","CIPROFLOXACIN","BAYER HLTHCARE","Efficacy","Approval"
"02/02/2015","CIPRO IN DEXTROSE 5% IN PLASTIC CONTAINERNDA   #019857","SUPPL-63","CIPROFLOXACIN","BAYER HLTHCARE","Efficacy","Approval"
"02/02/2015","CIPRONDA   #020780","SUPPL-41","CIPROFLOXACIN","BAYER HLTHCARE","Efficacy","Approval"
"02/02/2015","VYTORINNDA   #021687","SUPPL-53","EZETIMIBE; SIMVASTATIN","MSD INTL","Labeling","Approval"
"02/02/2015","FLUCONAZOLEANDA  #076957","SUPPL-4","FLUCONAZOLE","UNIQUE PHARM LABS","Labeling","Approval"
"02/02/2015","OLOPATADINE HYDROCHLORIDEANDA  #203416","ORIG-1","OLOPATADINE HYDROCHLORIDE","WATSON LABS","","Tentative Approval"
"02/03/2015","M.V.I.-12 ADULTNDA   #008809","SUPPL-67","ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E","HOSPIRA","Manufacturing (CMC)","Approval"
"02/03/2015","M.V.I.-12 ADULTNDA   #008809","SUPPL-67","ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E","HOSPIRA","Manufacturing (CMC)","Approval"
"02/03/2015","COGENTINNDA   #012015","SUPPL-32","BENZTROPINE MESYLATE","OAK PHARMS AKORN","Manufacturing (CMC)","Approval"
