"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"12/01/2014","SARAFEMNDA   #021860","SUPPL-10","FLUOXETINE HYDROCHLORIDE","APIL","Labeling","Approval"
"12/01/2014","LIDOCAINE HYDROCHLORIDE VISCOUSANDA  #040708","SUPPL-6","LIDOCAINE HYDROCHLORIDE","LANNETT CO INC","Labeling","Approval"
"12/01/2014","LOVASTATINANDA  #075991","SUPPL-17","LOVASTATIN","CARLSBAD","Labeling","Approval"
"12/01/2014","BUPROPION HYDROCHLORIDEANDA  #077415","SUPPL-25","BUPROPION HYDROCHLORIDE","IMPAX LABS","Labeling","Approval"
"12/01/2014","TOPIRAMATEANDA  #077627","SUPPL-7","TOPIRAMATE","GLENMARK GENERICS","Labeling","Approval"
"12/01/2014","LOVASTATINANDA  #078296","SUPPL-19","LOVASTATIN","LUPIN","Labeling","Approval"
"12/01/2014","TOPIRAMATEANDA  #079153","SUPPL-12","TOPIRAMATE","TORRENT PHARMS","Labeling","Approval"
"12/01/2014","TOPIRAMATEANDA  #079153","SUPPL-16","TOPIRAMATE","TORRENT PHARMS","Labeling","Approval"
"12/01/2014","TOPIRAMATEANDA  #079162","SUPPL-4","TOPIRAMATE","INVAGEN PHARMS","Labeling","Approval"
"12/01/2014","TOPIRAMATEANDA  #079162","SUPPL-5","TOPIRAMATE","INVAGEN PHARMS","Labeling","Approval"
"12/01/2014","LIDOCAINE HYDROCHLORIDE VISCOUSANDA  #086578","SUPPL-39","LIDOCAINE HYDROCHLORIDE","ACTAVIS MID ATLANTIC","Labeling","Approval"
"12/01/2014","LIDOCAINE HYDROCHLORIDEANDA  #087872","SUPPL-23","LIDOCAINE HYDROCHLORIDE","WOCKHARDT BIO AG","Labeling","Approval"
"12/01/2014","TOPIRAMATEANDA  #090162","SUPPL-5","TOPIRAMATE","UNICHEM LABS LTD","Labeling","Approval"
"12/01/2014","TOPIRAMATEANDA  #090278","SUPPL-6","TOPIRAMATE","SUN PHARM","Labeling","Approval"
"12/01/2014","TOPIRAMATEANDA  #090278","SUPPL-7","TOPIRAMATE","SUN PHARM","Labeling","Approval"
"12/01/2014","TOPIRAMATEANDA  #090278","SUPPL-9","TOPIRAMATE","SUN PHARM","Labeling","Approval"
"12/01/2014","GILDESS 24 FEANDA  #090293","ORIG-1","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","VINTAGE PHARMS","","Approval"
"12/01/2014","FERROUS FUMARATEANDA  #090938","ORIG-1","FERROUS FUMARATE","BARR LABS INC","","Approval"
"12/01/2014","NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATEANDA  #090938","ORIG-1","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","BARR LABS INC","","Approval"
"12/01/2014","DESOGESTREL AND ETHINYL ESTRADIOLANDA  #091234","SUPPL-1","DESOGESTREL; ETHINYL ESTRADIOL","NOVAST LABS","Labeling","Approval"
"12/01/2014","CICLOPIROXANDA  #091595","SUPPL-1","CICLOPIROX","GLENMARK GENERICS","Labeling","Approval"
"12/01/2014","BIMATOPROSTANDA  #201894","ORIG-1","BIMATOPROST","APOTEX INC","","Approval"
"12/01/2014","BRISDELLENDA   #204516","SUPPL-3","PAROXETINE MESYLATE","SEBELA IRELAND LTD","Labeling","Approval"
"12/02/2014","COUMADINNDA   #009218","SUPPL-114","WARFARIN SODIUM","BRISTOL MYERS SQUIBB","Manufacturing (CMC)","Approval"
"12/02/2014","ACEPHENNDA   #018060","SUPPL-67","ACETAMINOPHEN","ACP NIMBLE","Manufacturing (CMC)","Approval"
"12/02/2014","CARDENENDA   #019734","SUPPL-24","NICARDIPINE HYDROCHLORIDE","CHIESI","Manufacturing (CMC)","Approval"
"12/02/2014","CARDENE IN 0.83% SODIUM CHLORIDE IN PLASTIC CONTAINERNDA   #019734","SUPPL-24","NICARDIPINE HYDROCHLORIDE","CHIESI","Manufacturing (CMC)","Approval"
"12/02/2014","CARDENE IN 0.86% SODIUM CHLORIDE IN PLASTIC CONTAINERNDA   #019734","SUPPL-24","NICARDIPINE HYDROCHLORIDE","CHIESI","Manufacturing (CMC)","Approval"
"12/02/2014","CARDENE IN 4.8% DEXTROSE IN PLASTIC CONTAINERNDA   #019734","SUPPL-24","NICARDIPINE HYDROCHLORIDE","CHIESI","Manufacturing (CMC)","Approval"
"12/02/2014","CARDENE IN 5.0% DEXTROSE IN PLASTIC CONTAINERNDA   #019734","SUPPL-24","NICARDIPINE HYDROCHLORIDE","CHIESI","Manufacturing (CMC)","Approval"
"12/02/2014","SUCRAIDBLA   #020772","SUPPL-17","SACROSIDASE","QOL MEDCL","","Approval"
"12/02/2014","ACTONELNDA   #020835","SUPPL-46","RISEDRONATE SODIUM","APIL","Manufacturing (CMC)","Approval"
"12/02/2014","ALLEGRA ALLERGYNDA   #020872","SUPPL-33","FEXOFENADINE HYDROCHLORIDE","SANOFI AVENTIS US","Manufacturing (CMC)","Approval"
"12/02/2014","ALLEGRA HIVESNDA   #020872","SUPPL-33","FEXOFENADINE HYDROCHLORIDE","SANOFI AVENTIS US","Manufacturing (CMC)","Approval"
"12/02/2014","CHILDREN'S ALLEGRA ALLERGYNDA   #020872","SUPPL-33","FEXOFENADINE HYDROCHLORIDE","SANOFI AVENTIS US","Manufacturing (CMC)","Approval"
"12/02/2014","CHILDREN'S ALLEGRA HIVESNDA   #020872","SUPPL-33","FEXOFENADINE HYDROCHLORIDE","SANOFI AVENTIS US","Manufacturing (CMC)","Approval"
"12/02/2014","TARGRETINNDA   #021055","SUPPL-9","BEXAROTENE","VALEANT LUXEMBOURG","Manufacturing (CMC)","Approval"
"12/02/2014","NEXAVARNDA   #021923","SUPPL-17","SORAFENIB TOSYLATE","BAYER HLTHCARE","Manufacturing (CMC)","Approval"
"12/02/2014","DUTOPROLNDA   #021956","SUPPL-7","HYDROCHLOROTHIAZIDE; METOPROLOL SUCCINATE","CONCORDIA","Manufacturing (CMC)","Approval"
"12/02/2014","VPRIVBLA   #022575","SUPPL-15","VELAGLUCERASE ALFA","SHIRE HUMAN GENETIC","","Approval"
"12/02/2014","OXACILLIN SODIUMANDA  #061490","SUPPL-33","OXACILLIN SODIUM","SANDOZ","Labeling","Approval"
"12/02/2014","DOXYCYCLINE HYCLATEANDA  #062500","SUPPL-45","DOXYCYCLINE HYCLATE","CHARTWELL LIFE SCI","Labeling","Approval"
"12/02/2014","DOXYCYCLINE HYCLATEANDA  #062505","SUPPL-70","DOXYCYCLINE HYCLATE","CHARTWELL LIFE SCI","Labeling","Approval"
"12/02/2014","AMOXICILLINANDA  #065255","SUPPL-9","AMOXICILLIN","HIKMA","Labeling","Approval"
"12/02/2014","DOXYCYCLINEANDA  #065285","SUPPL-19","DOXYCYCLINE","LANNETT CO INC","Labeling","Approval"
"12/02/2014","CEFAZOLIN SODIUMANDA  #065306","SUPPL-6","CEFAZOLIN SODIUM","ACS DOBFAR","Labeling","Approval"
"12/02/2014","AMOXICILLINANDA  #065319","SUPPL-1","AMOXICILLIN","WOCKHARDT BIO AG","Labeling","Approval"
"12/02/2014","AMOXICILLINANDA  #065322","SUPPL-18","AMOXICILLIN","HIKMA","Labeling","Approval"
"12/02/2014","AMOXICILLINANDA  #065324","SUPPL-6","AMOXICILLIN","AUROBINDO PHARMA LTD","Labeling","Approval"
"12/02/2014","AMOXICILLINANDA  #065325","SUPPL-16","AMOXICILLIN","HIKMA","Labeling","Approval"
"12/02/2014","AMOXICILLINANDA  #065325","SUPPL-17","AMOXICILLIN","HIKMA","Labeling","Approval"
"12/02/2014","CEFTRIAXONEANDA  #065465","SUPPL-5","CEFTRIAXONE SODIUM","BEDFORD","Labeling","Approval"
"12/02/2014","CEFTRIAXONEANDA  #065475","SUPPL-6","CEFTRIAXONE SODIUM","BEDFORD","Labeling","Approval"
