"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"10/01/2014","FUROSEMIDENDA   #018415","SUPPL-26","FUROSEMIDE","DAVA PHARMS INC","Labeling","Approval"
"10/01/2014","MIRCERABLA   #125164","SUPPL-62","METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA","HOFFMAN-LA ROCHE","","Approval"
"10/02/2014","PITOCINNDA   #018261","SUPPL-31","OXYTOCIN","PAR STERILE PRODUCTS","Labeling","Approval"
"10/02/2014","NITROGLYCERIN IN DEXTROSE 5%NDA   #019970","SUPPL-15","NITROGLYCERIN","BAXTER HLTHCARE","Labeling","Approval"
"10/02/2014","NITRO-DURNDA   #020145","SUPPL-27","NITROGLYCERIN","USPHARMA","Labeling","Approval"
"10/02/2014","MONOKETNDA   #020215","SUPPL-24","ISOSORBIDE MONONITRATE","LANNETT CO INC","Labeling","Approval"
"10/02/2014","ADENOSINEANDA  #090450","ORIG-1","ADENOSINE","AKORN","","Approval"
"10/03/2014","CORTIFOAMNDA   #017351","SUPPL-37","HYDROCORTISONE ACETATE","MYLAN SPECIALITY LP","Manufacturing (CMC)","Approval"
"10/03/2014","FLO-PREDNDA   #022067","SUPPL-12","PREDNISOLONE ACETATE","TARO","Manufacturing (CMC)","Approval"
"10/03/2014","NEXIUM 24HRNDA   #204655","SUPPL-1","ESOMEPRAZOLE MAGNESIUM","ASTRAZENECA LP","Labeling","Approval"
"10/06/2014","EYLEABLA   #125387","SUPPL-43","AFLIBERCEPT","REGENERON PHARMACEUTICALS","","Approval"
"10/06/2014","CALCIUM ACETATEANDA  #201658","ORIG-1","CALCIUM ACETATE","AMNEAL PHARMS","","Approval"
"10/06/2014","ORENITRAMNDA   #203496","SUPPL-1","TREPROSTINIL DIOLAMINE","UNITED THERAP","Manufacturing (CMC)","Approval"
"10/07/2014","ZOLADEXNDA   #019726","SUPPL-58","GOSERELIN ACETATE","TERSERA THERAPS LLC","Labeling","Approval"
"10/07/2014","AMBIENNDA   #019908","SUPPL-35","ZOLPIDEM TARTRATE","SANOFI AVENTIS US","Labeling","Approval"
"10/07/2014","ZOLADEXNDA   #020578","SUPPL-36","GOSERELIN ACETATE","TERSERA THERAPS LLC","Labeling","Approval"
"10/07/2014","BENICARNDA   #021286","SUPPL-28","OLMESARTAN MEDOXOMIL","DAIICHI SANKYO","Manufacturing (CMC)","Approval"
"10/07/2014","AMBIEN CRNDA   #021774","SUPPL-16","ZOLPIDEM TARTRATE","SANOFI AVENTIS US","Labeling","Approval"
"10/07/2014","TORISELNDA   #022088","SUPPL-17","TEMSIROLIMUS","PF PRISM CV","Labeling","Approval"
"10/07/2014","DARUNAVIRANDA  #202083","ORIG-1","DARUNAVIR","HETERO LABS UNIT III","","Tentative Approval"
"10/07/2014","LO MINASTRIN FENDA   #204654","SUPPL-4","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","APIL","Manufacturing (CMC)","Approval"
"10/07/2014","OTREXUPNDA   #204824","SUPPL-1","METHOTREXATE","ANTARES PHARMA INC","Manufacturing (CMC)","Approval"
"10/07/2014","OTREXUP PFSNDA   #204824","SUPPL-1","METHOTREXATE","ANTARES PHARMA INC","Manufacturing (CMC)","Approval"
"10/07/2014","UCERISNDA   #205613","ORIG-1","BUDESONIDE","SALIX","Type 3 - New Dosage Form","Approval"
"10/08/2014","EURAXNDA   #009112","SUPPL-25","CROTAMITON","SUN PHARM INDS INC","Manufacturing (CMC)","Approval"
"10/08/2014","TAMIFLUNDA   #021087","SUPPL-66","OSELTAMIVIR PHOSPHATE","ROCHE","Manufacturing (CMC)","Approval"
"10/08/2014","VELCADENDA   #021602","SUPPL-40","BORTEZOMIB","MILLENNIUM PHARMS","Efficacy","Approval"
"10/08/2014","OLOPATADINE HYDROCHLORIDEANDA  #091572","ORIG-1","OLOPATADINE HYDROCHLORIDE","APOTEX INC","","Approval"
"10/08/2014","OTREXUPNDA   #204824","SUPPL-2","METHOTREXATE","ANTARES PHARMA INC","Manufacturing (CMC)","Approval"
"10/08/2014","OTREXUP PFSNDA   #204824","SUPPL-2","METHOTREXATE","ANTARES PHARMA INC","Manufacturing (CMC)","Approval"
