"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"04/01/2020","ALOXINDA   #021372","SUPPL-21","PALONOSETRON HYDROCHLORIDE","HELSINN HLTHCARE","Labeling","Approval"
"04/01/2020","ALOXINDA   #022233","SUPPL-6","PALONOSETRON HYDROCHLORIDE","HELSINN HLTHCARE","Labeling","Approval"
"04/01/2020","HYDROXYCHLOROQUINE SULFATEANDA  #040104","SUPPL-25","HYDROXYCHLOROQUINE SULFATE","SANDOZ","Labeling","Approval"
"04/01/2020","HYDROXYCHLOROQUINE SULFATEANDA  #040133","SUPPL-29","HYDROXYCHLOROQUINE SULFATE","WATSON LABS","Labeling","Approval"
"04/01/2020","HYDROXYCHLOROQUINE SULFATEANDA  #040133","SUPPL-30","HYDROXYCHLOROQUINE SULFATE","WATSON LABS","Labeling","Approval"
"04/01/2020","HYDROXYCHLOROQUINE SULFATEANDA  #040150","SUPPL-7","HYDROXYCHLOROQUINE SULFATE","INVATECH","Labeling","Approval"
"04/01/2020","HYDROXYCHLOROQUINE SULFATEANDA  #040274","SUPPL-13","HYDROXYCHLOROQUINE SULFATE","MYLAN","Labeling","Approval"
"04/01/2020","ETHOSUXIMIDEANDA  #040430","SUPPL-13","ETHOSUXIMIDE","BIONPHARMA INC","Labeling","Approval"
"04/01/2020","HYDROXYCHLOROQUINE SULFATEANDA  #040760","SUPPL-6","HYDROXYCHLOROQUINE SULFATE","HIKMA PHARMS","Labeling","Approval"
"04/01/2020","MONTELUKAST SODIUMANDA  #078605","SUPPL-12","MONTELUKAST SODIUM","TEVA PHARMS","Labeling","Approval"
"04/01/2020","MONTELUKAST SODIUMANDA  #078723","SUPPL-12","MONTELUKAST SODIUM","TEVA PHARMS","Labeling","Approval"
"04/01/2020","ESOMEPRAZOLE SODIUMANDA  #203349","ORIG-1","ESOMEPRAZOLE SODIUM","GLAND PHARMA LTD","","Approval"
"04/01/2020","LAMOTRIGINEANDA  #207763","ORIG-1","LAMOTRIGINE","ZYDUS PHARMS","","Approval"
"04/01/2020","AZITHROMYCINANDA  #209044","SUPPL-7","AZITHROMYCIN","SUNSHINE LAKE","Manufacturing (CMC)","Approval"
"04/01/2020","AZITHROMYCINANDA  #209045","SUPPL-7","AZITHROMYCIN","SUNSHINE LAKE","Manufacturing (CMC)","Approval"
"04/01/2020","ROSUVASTATIN CALCIUMANDA  #210667","ORIG-1","ROSUVASTATIN CALCIUM","SUNSHINE LAKE","","Approval"
"04/01/2020","HYDROXYCHLOROQUINE SULFATEANDA  #210959","SUPPL-1","HYDROXYCHLOROQUINE SULFATE","LAURUS LABS LTD","Labeling","Approval"
"04/01/2020","HYDROXYCHLOROQUINE SULFATEANDA  #210959","SUPPL-5","HYDROXYCHLOROQUINE SULFATE","LAURUS LABS LTD","Labeling","Approval"
"04/01/2020","DICLOFENAC SODIUMANDA  #211253","SUPPL-5","DICLOFENAC SODIUM","PERRIGO UK FINCO","Labeling","Approval"
"04/02/2020","NEURONTINNDA   #020235","SUPPL-68","GABAPENTIN","PFIZER PHARMS","Labeling","Approval"
"04/02/2020","NEURONTINNDA   #020882","SUPPL-49","GABAPENTIN","PFIZER PHARMS","Labeling","Approval"
"04/02/2020","NEURONTINNDA   #021129","SUPPL-49","GABAPENTIN","PARKE DAVIS","Labeling","Approval"
"04/02/2020","NEXAVARNDA   #021923","SUPPL-23","SORAFENIB TOSYLATE","BAYER HLTHCARE","Labeling","Approval"
"04/02/2020","TRAVATAN ZNDA   #021994","SUPPL-13","TRAVOPROST","NOVARTIS","Labeling","Approval"
"04/02/2020","HORIZANTNDA   #022399","SUPPL-11","GABAPENTIN ENACARBIL","ARBOR PHARMS LLC","Labeling","Approval"
"04/02/2020","GRALISENDA   #022544","SUPPL-26","GABAPENTIN","ALMATICA","Labeling","Approval"
"04/02/2020","ROPINIROLE HYDROCHLORIDEANDA  #079165","SUPPL-4","ROPINIROLE HYDROCHLORIDE","MLV","Labeling","Approval"
"04/02/2020","ROPINIROLE HYDROCHLORIDEANDA  #079165","SUPPL-5","ROPINIROLE HYDROCHLORIDE","MLV","Labeling","Approval"
"04/02/2020","OMEGA-3-ACID ETHYL ESTERSANDA  #091028","SUPPL-5","OMEGA-3-ACID ETHYL ESTERS","TEVA PHARMS USA","Labeling","Approval"
"04/02/2020","HEMANGEOLNDA   #205410","SUPPL-5","PROPRANOLOL HYDROCHLORIDE","PIERRE FABRE DERMA","Labeling","Approval"
"04/02/2020","METHYLPREDNISOLONE SODIUM SUCCINATEANDA  #207667","SUPPL-1","METHYLPREDNISOLONE SODIUM SUCCINATE","AUROBINDO PHARMA LTD","Labeling","Approval"
"04/02/2020","METHYLPREDNISOLONE SODIUM SUCCINATEANDA  #207667","SUPPL-2","METHYLPREDNISOLONE SODIUM SUCCINATE","AUROBINDO PHARMA LTD","Labeling","Approval"
"04/02/2020","CINACALCET HYDROCHLORIDEANDA  #208915","SUPPL-2","CINACALCET HYDROCHLORIDE","CIPLA","Labeling","Approval"
"04/02/2020","ALCAFTADINEANDA  #209706","ORIG-1","ALCAFTADINE","GLAND PHARMA LTD","","Tentative Approval"
"04/02/2020","BALVERSANDA   #212018","SUPPL-1","ERDAFITINIB","JANSSEN BIOTECH","Labeling","Approval"
"04/02/2020","HEPARIN SODIUM PRESERVATIVE FREEANDA  #212060","ORIG-1","HEPARIN SODIUM","NANJING KING-FRIEND","","Approval"
"04/03/2020","REQUIPNDA   #020658","SUPPL-37","ROPINIROLE HYDROCHLORIDE","GLAXOSMITHKLINE LLC","Labeling","Approval"
"04/03/2020","MIRAPEXNDA   #020667","SUPPL-41","PRAMIPEXOLE DIHYDROCHLORIDE","BOEHRINGER INGELHEIM","Labeling","Approval"
"04/03/2020","CYCLOSETNDA   #020866","SUPPL-13","BROMOCRIPTINE MESYLATE","VEROSCIENCE","Labeling","Approval"
"04/03/2020","LYRICANDA   #021446","SUPPL-40","PREGABALIN","PF PRISM CV","Labeling","Approval"
"04/03/2020","NEUPRONDA   #021829","SUPPL-19","ROTIGOTINE","UCB INC","Labeling","Approval"
"04/03/2020","LYRICANDA   #022488","SUPPL-17","PREGABALIN","PF PRISM CV","Labeling","Approval"
"04/03/2020","TOBRAMYCIN SULFATENDA   #050789","SUPPL-6","TOBRAMYCIN SULFATE","FRESENIUS KABI USA","Labeling","Approval"
"04/03/2020","CLINDAMYCIN PHOSPHATEANDA  #065049","SUPPL-16","CLINDAMYCIN PHOSPHATE","PERRIGO NEW YORK","Labeling","Approval"
