"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"10/01/2013","EXELONNDA   #020823","SUPPL-9","RIVASTIGMINE TARTRATE","NOVARTIS","Labeling","Approval"
"10/01/2013","EXELONNDA   #020823","SUPPL-27","RIVASTIGMINE TARTRATE","NOVARTIS","Labeling","Approval"
"10/01/2013","EXELONNDA   #020823","SUPPL-28","RIVASTIGMINE TARTRATE","NOVARTIS","Labeling","Approval"
"10/01/2013","EXELONNDA   #020823","SUPPL-29","RIVASTIGMINE TARTRATE","NOVARTIS","Labeling","Approval"
"10/01/2013","EXELONNDA   #021025","SUPPL-18","RIVASTIGMINE TARTRATE","NOVARTIS","Labeling","Approval"
"10/01/2013","EXELONNDA   #021025","SUPPL-19","RIVASTIGMINE TARTRATE","NOVARTIS","Labeling","Approval"
"10/01/2013","EXELONNDA   #021025","SUPPL-20","RIVASTIGMINE TARTRATE","NOVARTIS","Labeling","Approval"
"10/01/2013","KHEDEZLANDA   #204683","SUPPL-1","DESVENLAFAXINE","OSMOTICA PHARM CORP","Labeling","Approval"
"10/02/2013","MODICON 28NDA   #017735","SUPPL-108","ETHINYL ESTRADIOL; NORETHINDRONE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","MODICON 28NDA   #017735","SUPPL-110","ETHINYL ESTRADIOL; NORETHINDRONE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","MODICON 28NDA   #017735","SUPPL-114","ETHINYL ESTRADIOL; NORETHINDRONE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","ORTHO-NOVUM 1/35-28NDA   #017919","SUPPL-90","ETHINYL ESTRADIOL; NORETHINDRONE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","ORTHO-NOVUM 1/35-28NDA   #017919","SUPPL-92","ETHINYL ESTRADIOL; NORETHINDRONE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","ORTHO-NOVUM 1/35-28NDA   #017919","SUPPL-96","ETHINYL ESTRADIOL; NORETHINDRONE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","ORTHO-NOVUM 7/7/7-21NDA   #018985","SUPPL-54","ETHINYL ESTRADIOL; NORETHINDRONE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","ORTHO-NOVUM 7/7/7-21NDA   #018985","SUPPL-56","ETHINYL ESTRADIOL; NORETHINDRONE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","ORTHO-NOVUM 7/7/7-21NDA   #018985","SUPPL-60","ETHINYL ESTRADIOL; NORETHINDRONE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","ORTHO-NOVUM 7/7/7-28NDA   #018985","SUPPL-54","ETHINYL ESTRADIOL; NORETHINDRONE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","ORTHO-NOVUM 7/7/7-28NDA   #018985","SUPPL-56","ETHINYL ESTRADIOL; NORETHINDRONE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","ORTHO-NOVUM 7/7/7-28NDA   #018985","SUPPL-60","ETHINYL ESTRADIOL; NORETHINDRONE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","ORTHO CYCLEN-21NDA   #019653","SUPPL-49","ETHINYL ESTRADIOL; NORGESTIMATE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","ORTHO CYCLEN-21NDA   #019653","SUPPL-51","ETHINYL ESTRADIOL; NORGESTIMATE","JANSSEN PHARMS","Labeling","Approval"
"10/02/2013","ORTHO CYCLEN-21NDA   #019653","SUPPL-54","ETHINYL ESTRADIOL; NORGESTIMATE","JANSSEN PHARMS","Labeling","Approval"
