"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"09/01/2015","PREMARINNDA   #004782","SUPPL-173","ESTROGENS, CONJUGATED","WYETH PHARMS","Manufacturing (CMC)","Approval"
"09/01/2015","DIANEAL 137 W/ DEXTROSE 1.5% IN PLASTIC CONTAINERNDA   #017512","SUPPL-122","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","BAXTER HLTHCARE","Labeling","Approval"
"09/01/2015","DIANEAL 137 W/ DEXTROSE 2.5% IN PLASTIC CONTAINERNDA   #017512","SUPPL-122","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","BAXTER HLTHCARE","Labeling","Approval"
"09/01/2015","DIANEAL 137 W/ DEXTROSE 4.25% IN PLASTIC CONTAINERNDA   #017512","SUPPL-122","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","BAXTER HLTHCARE","Labeling","Approval"
"09/01/2015","DIANEAL LOW CALCIUM W/DEXTROSE 1.5% IN PLASTIC CONTAINERNDA   #017512","SUPPL-122","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","BAXTER HLTHCARE","Labeling","Approval"
"09/01/2015","DIANEAL LOW CALCIUM W/DEXTROSE 2.5% IN PLASTIC CONTAINERNDA   #017512","SUPPL-122","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","BAXTER HLTHCARE","Labeling","Approval"
"09/01/2015","DIANEAL LOW CALCIUM W/DEXTROSE 3.5% IN PLASTIC CONTAINERNDA   #017512","SUPPL-122","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","BAXTER HLTHCARE","Labeling","Approval"
"09/01/2015","DIANEAL LOW CALCIUM W/DEXTROSE 4.25% IN PLASTIC CONTAINERNDA   #017512","SUPPL-122","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","BAXTER HLTHCARE","Labeling","Approval"
"09/01/2015","DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINERNDA   #017512","SUPPL-122","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","BAXTER HLTHCARE","Labeling","Approval"
"09/01/2015","DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINERNDA   #017512","SUPPL-122","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","BAXTER HLTHCARE","Labeling","Approval"
"09/01/2015","DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINERNDA   #017512","SUPPL-122","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","BAXTER HLTHCARE","Labeling","Approval"
"09/01/2015","DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINERNDA   #017512","SUPPL-122","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","BAXTER HLTHCARE","Labeling","Approval"
