"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"02/01/2013","SOMANDA   #011792","SUPPL-45","CARISOPRODOL","MYLAN SPECIALITY LP","Labeling","Approval"
"02/01/2013","RETIN-ANDA   #017955","SUPPL-31","TRETINOIN","VALEANT INTL","Manufacturing (CMC)","Approval"
"02/01/2013","LIDOCAINE HYDROCHLORIDE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINERNDA   #019830","SUPPL-18","LIDOCAINE HYDROCHLORIDE","B BRAUN","Labeling","Approval"
"02/01/2013","LIDOCAINE HYDROCHLORIDE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINERNDA   #019830","SUPPL-18","LIDOCAINE HYDROCHLORIDE","B BRAUN","Labeling","Approval"
"02/01/2013","LIDOCAINE HYDROCHLORIDE 0.8% AND DEXTROSE 5% IN PLASTIC CONTAINERNDA   #019830","SUPPL-18","LIDOCAINE HYDROCHLORIDE","B BRAUN","Labeling","Approval"
"02/01/2013","ZOLOFTNDA   #019839","SUPPL-79","SERTRALINE HYDROCHLORIDE","PFIZER","Labeling","Approval"
"02/01/2013","NITROGLYCERIN IN DEXTROSE 5%NDA   #019970","SUPPL-12","NITROGLYCERIN","BAXTER HLTHCARE","Manufacturing (CMC)","Approval"
"02/01/2013","FERRLECITNDA   #020955","SUPPL-16","SODIUM FERRIC GLUCONATE COMPLEX","SANOFI AVENTIS US","Manufacturing (CMC)","Approval"
"02/01/2013","ZOLOFTNDA   #020990","SUPPL-38","SERTRALINE HYDROCHLORIDE","PFIZER","Labeling","Approval"
"02/01/2013","BENICARNDA   #021286","SUPPL-24","OLMESARTAN MEDOXOMIL","DAIICHI SANKYO","Manufacturing (CMC)","Approval"
"02/01/2013","BENICAR HCTNDA   #021532","SUPPL-19","HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL","DAIICHI SANKYO","Manufacturing (CMC)","Approval"
"02/01/2013","PREZISTANDA   #021976","SUPPL-28","DARUNAVIR","JANSSEN PRODS","Efficacy","Approval"
"02/01/2013","PREZISTANDA   #021976","SUPPL-29","DARUNAVIR","JANSSEN PRODS","Efficacy","Approval"
"02/01/2013","AZORNDA   #022100","SUPPL-18","AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL","DAIICHI SANKYO","Manufacturing (CMC)","Approval"
"02/01/2013","VIBATIVNDA   #022110","SUPPL-4","TELAVANCIN HYDROCHLORIDE","CUMBERLAND PHARMS","Manufacturing (CMC)","Approval"
"02/01/2013","SELZENTRYNDA   #022128","SUPPL-10","MARAVIROC","VIIV HLTHCARE","Labeling","Approval"
"02/01/2013","EPIDUONDA   #022320","SUPPL-4","ADAPALENE; BENZOYL PEROXIDE","GALDERMA LABS LP","Efficacy","Approval"
"02/01/2013","VALACYCLOVIR HYDROCHLORIDEANDA  #077478","SUPPL-8","VALACYCLOVIR HYDROCHLORIDE","SANDOZ","Labeling","Approval"
"02/01/2013","NEVIRAPINEANDA  #077521","SUPPL-12","NEVIRAPINE","AUROBINDO","Labeling","Approval"
"02/01/2013","TRIBENZORNDA   #200175","SUPPL-10","AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL","DAIICHI SANKYO","Manufacturing (CMC)","Approval"
"02/01/2013","ZIDOVUDINEANDA  #202058","SUPPL-2","ZIDOVUDINE","HEC PHARM","Labeling","Approval"
"02/01/2013","PREZISTANDA   #202895","SUPPL-5","DARUNAVIR","JANSSEN PRODS","Efficacy","Approval"
"02/01/2013","PREZISTANDA   #202895","SUPPL-6","DARUNAVIR","JANSSEN PRODS","Efficacy","Approval"
"02/01/2013","RAVICTINDA   #203284","ORIG-1","GLYCEROL PHENYLBUTYRATE","HORIZON THERAP","Type 2 - New Active Ingredient","Approval"
