"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"01/02/2014","MONISTAT-DERMNDA   #017494","SUPPL-37","MICONAZOLE NITRATE","INSIGHT PHARMS","Manufacturing (CMC)","Approval"
"01/02/2014","HECTOROLNDA   #020862","SUPPL-32","DOXERCALCIFEROL","SANOFI","Manufacturing (CMC)","Approval"
"01/02/2014","CANASANDA   #021252","SUPPL-19","MESALAMINE","ALLERGAN","Manufacturing (CMC)","Approval"
"01/02/2014","TESTIMNDA   #021454","SUPPL-19","TESTOSTERONE","AUXILIUM PHARMS LLC","Manufacturing (CMC)","Approval"
"01/02/2014","LAMIVUDINEANDA  #202941","ORIG-1","LAMIVUDINE","APOTEX","","Approval"
"01/02/2014","LAMIVUDINEANDA  #203260","ORIG-1","LAMIVUDINE","HETERO LABS LTD V","","Approval"
"01/03/2014","MESTINONNDA   #011665","SUPPL-19","PYRIDOSTIGMINE BROMIDE","BAUSCH","Manufacturing (CMC)","Approval"
"01/03/2014","ADENOSCANNDA   #020059","SUPPL-16","ADENOSINE","ASTELLAS","Labeling","Approval"
"01/03/2014","NIZORAL A-DNDA   #020310","SUPPL-21","KETOCONAZOLE","KRAMER","Manufacturing (CMC)","Approval"
"01/03/2014","PYRIDOSTIGMINE BROMIDENDA   #020414","SUPPL-2","PYRIDOSTIGMINE BROMIDE","US ARMY","Manufacturing (CMC)","Approval"
"01/03/2014","CEREBYXNDA   #020450","SUPPL-23","FOSPHENYTOIN SODIUM","PARKE DAVIS","Labeling","Approval"
"01/03/2014","CLARITIN-D 24 HOURNDA   #020470","SUPPL-43","LORATADINE; PSEUDOEPHEDRINE SULFATE","BAYER HEALTHCARE LLC","Manufacturing (CMC)","Approval"
"01/03/2014","VENTOLIN HFANDA   #020983","SUPPL-30","ALBUTEROL SULFATE","GLAXOSMITHKLINE","Manufacturing (CMC)","Approval"
"01/03/2014","REMODULINNDA   #021272","SUPPL-21","TREPROSTINIL","UNITED THERAP","Manufacturing (CMC)","Approval"
"01/03/2014","EXTENDED PHENYTOIN SODIUMANDA  #040765","SUPPL-5","PHENYTOIN SODIUM","AMNEAL PHARMS NY","Labeling","Approval"
"01/03/2014","EXTENDED PHENYTOIN SODIUMANDA  #040765","SUPPL-8","PHENYTOIN SODIUM","AMNEAL PHARMS NY","Labeling","Approval"
"01/03/2014","FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDEANDA  #076961","SUPPL-8","FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE","SANDOZ","Labeling","Approval"
"01/03/2014","FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDEANDA  #076961","SUPPL-15","FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE","SANDOZ","Labeling","Approval"
"01/03/2014","FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDEANDA  #079025","SUPPL-1","FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE","EMCURE PHARMS LTD","Labeling","Approval"
"01/03/2014","FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDEANDA  #079245","SUPPL-5","FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE","AUROBINDO PHARMA","Labeling","Approval"
"01/03/2014","ADVILNDA   #201803","SUPPL-3","IBUPROFEN SODIUM","GLAXOSMITHKLINE","Manufacturing (CMC)","Approval"
"01/03/2014","VAZALORENDA   #203697","SUPPL-1","ASPIRIN","PLX PHARMA","Manufacturing (CMC)","Approval"
"01/06/2014","ALLEGRA-D 24 HOUR ALLERGY AND CONGESTIONNDA   #021704","SUPPL-14","FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE","SANOFI AVENTIS US","Manufacturing (CMC)","Approval"
"01/06/2014","FIBRICORNDA   #022418","SUPPL-11","FENOFIBRIC ACID","ATHENA","Labeling","Approval"
"01/06/2014","VIOKACEBLA   #022542","SUPPL-1","PANCRELIPASE (AMYLASE;LIPASE;PROTEASE)","VIOKACE","","Approval"
"01/06/2014","DIVALPROEX SODIUMANDA  #077296","SUPPL-2","DIVALPROEX SODIUM","CELLTRION","Manufacturing (CMC)","Approval"
"01/06/2014","LAMIVUDINEANDA  #203277","ORIG-1","LAMIVUDINE","HETERO LABS LTD V","","Approval"
"01/07/2014","MACROBIDNDA   #020064","SUPPL-22","NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE","ALVOGEN","Manufacturing (CMC)","Approval"
"01/07/2014","DIFLUCANNDA   #020090","SUPPL-41","FLUCONAZOLE","PFIZER","Manufacturing (CMC)","Approval"
"01/07/2014","VIVITROLNDA   #021897","SUPPL-25","NALTREXONE","ALKERMES","Manufacturing (CMC)","Approval"
"01/07/2014","NOXAFILNDA   #022003","SUPPL-13","POSACONAZOLE","SCHERING","Manufacturing (CMC)","Approval"
"01/07/2014","XARELTONDA   #022406","SUPPL-7","RIVAROXABAN","JANSSEN PHARMS","Labeling","Approval"
"01/07/2014","ETHOSUXIMIDEANDA  #040430","SUPPL-8","ETHOSUXIMIDE","BIONPHARMA INC","Labeling","Approval"
"01/07/2014","CIMETIDINEANDA  #074246","SUPPL-14","CIMETIDINE","MYLAN","Labeling","Approval"
"01/07/2014","TOBI PODHALERNDA   #201688","SUPPL-1","TOBRAMYCIN","MYLAN SPECIALITY LP","Manufacturing (CMC)","Approval"
"01/08/2014","ANCOBONNDA   #017001","SUPPL-30","FLUCYTOSINE","BAUSCH","Manufacturing (CMC)","Approval"
"01/08/2014","LOCOIDNDA   #018514","SUPPL-12","HYDROCORTISONE BUTYRATE","BAUSCH","Manufacturing (CMC)","Approval"
"01/08/2014","PENTAMNDA   #019264","SUPPL-32","PENTAMIDINE ISETHIONATE","FRESENIUS KABI USA","Manufacturing (CMC)","Approval"
"01/08/2014","NIZORALNDA   #019927","SUPPL-34","KETOCONAZOLE","JANSSEN PHARMS","Manufacturing (CMC)","Approval"
"01/08/2014","FEMHRTNDA   #021065","SUPPL-20","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","APIL","Labeling","Approval"
"01/08/2014","PROAIR HFANDA   #021457","SUPPL-30","ALBUTEROL SULFATE","TEVA BRANDED PHARM","Manufacturing (CMC)","Approval"
"01/08/2014","EXTENDED PHENYTOIN SODIUMANDA  #040298","SUPPL-25","PHENYTOIN SODIUM","MYLAN","Labeling","Approval"
"01/08/2014","EXTENDED PHENYTOIN SODIUMANDA  #040298","SUPPL-28","PHENYTOIN SODIUM","MYLAN","Labeling","Approval"
"01/08/2014","EXTENDED PHENYTOIN SODIUMANDA  #040298","SUPPL-29","PHENYTOIN SODIUM","MYLAN","Labeling","Approval"
"01/08/2014","EXTENDED PHENYTOIN SODIUMANDA  #040298","SUPPL-30","PHENYTOIN SODIUM","MYLAN","Labeling","Approval"
"01/08/2014","PHENYTEKANDA  #040298","SUPPL-25","PHENYTOIN SODIUM","MYLAN","Labeling","Approval"
"01/08/2014","PHENYTEKANDA  #040298","SUPPL-28","PHENYTOIN SODIUM","MYLAN","Labeling","Approval"
"01/08/2014","PHENYTEKANDA  #040298","SUPPL-29","PHENYTOIN SODIUM","MYLAN","Labeling","Approval"
"01/08/2014","PHENYTEKANDA  #040298","SUPPL-30","PHENYTOIN SODIUM","MYLAN","Labeling","Approval"
"01/08/2014","TELMISARTANANDA  #078710","ORIG-1","TELMISARTAN","CIPLA","","Approval"
"01/08/2014","DULOXETINE HYDROCHLORIDEANDA  #090728","ORIG-1","DULOXETINE HYDROCHLORIDE","ZYDUS PHARMS","","Approval"
"01/08/2014","DULOXETINE HYDROCHLORIDEANDA  #090739","ORIG-1","DULOXETINE HYDROCHLORIDE","ZYDUS HLTHCARE","","Approval"
"01/08/2014","MYCOPHENOLIC ACIDANDA  #091248","ORIG-1","MYCOPHENOLIC ACID","MYLAN","","Approval"
"01/08/2014","TELMISARTAN AND AMLODIPINEANDA  #201586","ORIG-1","AMLODIPINE BESYLATE; TELMISARTAN","LUPIN LTD","","Approval"
"01/08/2014","SIROLIMUSANDA  #201676","ORIG-1","SIROLIMUS","ZYDUS PHARMS","","Approval"
"01/08/2014","FARXIGANDA   #202293","ORIG-1","DAPAGLIFLOZIN","ASTRAZENECA AB","Type 1 - New Molecular Entity","Approval"
"01/08/2014","TELMISARTAN AND AMLODIPINEANDA  #202517","ORIG-1","AMLODIPINE BESYLATE; TELMISARTAN","TORRENT","","Approval"
"01/08/2014","OSPHENANDA   #203505","SUPPL-3","OSPEMIFENE","DUCHESNAY","Manufacturing (CMC)","Approval"
"01/08/2014","MEKINISTNDA   #204114","SUPPL-1","TRAMETINIB DIMETHYL SULFOXIDE","NOVARTIS","Efficacy","Approval"
"01/09/2014","MESTINONNDA   #009829","SUPPL-16","PYRIDOSTIGMINE BROMIDE","BAUSCH","Manufacturing (CMC)","Approval"
"01/09/2014","HEPARIN SODIUMNDA   #017037","SUPPL-171","HEPARIN SODIUM","HIKMA","Manufacturing (CMC)","Approval"
"01/09/2014","HEXALENNDA   #019926","SUPPL-24","ALTRETAMINE","EISAI INC","Manufacturing (CMC)","Approval"
"01/09/2014","VANTASNDA   #021732","SUPPL-15","HISTRELIN ACETATE","ENDO PHARM","Manufacturing (CMC)","Approval"
"01/09/2014","TYGACILNDA   #021821","SUPPL-36","TIGECYCLINE","PF PRISM CV","Manufacturing (CMC)","Approval"
"01/09/2014","ORAVERSENDA   #022159","SUPPL-5","PHENTOLAMINE MESYLATE","SEPTODONT HOLDING","Manufacturing (CMC)","Approval"
"01/09/2014","LEXISCANNDA   #022161","SUPPL-11","REGADENOSON","ASTELLAS","Labeling","Approval"
"01/09/2014","MORPHINE SULFATENDA   #022195","SUPPL-9","MORPHINE SULFATE","HIKMA","Labeling","Approval"
"01/09/2014","DESLORATADINEANDA  #078364","SUPPL-1","DESLORATADINE","SANDOZ","Labeling","Approval"
"01/09/2014","TAFINLARNDA   #202806","SUPPL-2","DABRAFENIB MESYLATE","NOVARTIS","Efficacy","Approval"
"01/09/2014","GRISEOFULVIN, ULTRAMICROSIZEANDA  #204371","ORIG-1","GRISEOFULVIN, ULTRAMICROSIZE","MOUNTAIN","","Approval"
"01/10/2014","ADAGENBLA   #019818","SUPPL-50","PEGADEMASE BOVINE","LEADIANT BIOSCI INC","","Approval"
"01/10/2014","ZOLOFTNDA   #019839","SUPPL-85","SERTRALINE HYDROCHLORIDE","PFIZER","Manufacturing (CMC)","Approval"
"01/10/2014","SYNERANDA   #021623","SUPPL-23","LIDOCAINE; TETRACAINE","GALEN SPECIALTY","Manufacturing (CMC)","Approval"
"01/10/2014","ETHOSUXIMIDEANDA  #040506","SUPPL-4","ETHOSUXIMIDE","MIKART","Labeling","Approval"
"01/10/2014","VIDAZANDA   #050794","SUPPL-26","AZACITIDINE","CELGENE","Labeling","Approval"
"01/10/2014","PIOGLITAZONE HYDROCHLORIDEANDA  #077210","ORIG-1","PIOGLITAZONE HYDROCHLORIDE","TEVA PHARMS USA","","Approval"
"01/10/2014","VENLAFAXINE HYDROCHLORIDEANDA  #090174","SUPPL-8","VENLAFAXINE HYDROCHLORIDE","ZYDUS PHARMS USA INC","Labeling","Approval"
"01/10/2014","VENLAFAXINE HYDROCHLORIDEANDA  #090899","SUPPL-6","VENLAFAXINE HYDROCHLORIDE","TORRENT PHARMS LLC","Labeling","Approval"
"01/10/2014","VENLAFAXINE HYDROCHLORIDEANDA  #090899","SUPPL-8","VENLAFAXINE HYDROCHLORIDE","TORRENT PHARMS LLC","Labeling","Approval"
"01/10/2014","VENLAFAXINE HYDROCHLORIDEANDA  #090899","SUPPL-11","VENLAFAXINE HYDROCHLORIDE","TORRENT PHARMS LLC","Labeling","Approval"
"01/10/2014","PREGABALINANDA  #091025","ORIG-1","PREGABALIN","ACTAVIS ELIZABETH","","Tentative Approval"
"01/10/2014","VENLAFAXINE HYDROCHLORIDEANDA  #091123","SUPPL-3","VENLAFAXINE HYDROCHLORIDE","ORCHID HLTHCARE","Labeling","Approval"
"01/10/2014","CANDESARTAN CILEXETILANDA  #202079","ORIG-1","CANDESARTAN CILEXETIL","APOTEX INC","","Approval"
"01/13/2014","KAYEXALATENDA   #011287","SUPPL-24","SODIUM POLYSTYRENE SULFONATE","CONCORDIA","Manufacturing (CMC)","Approval"
"01/13/2014","DELFLEX W/ DEXTROSE 1.5% IN PLASTIC CONTAINERNDA   #018883","SUPPL-52","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"01/13/2014","DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM IN PLASTIC CONTAINERNDA   #018883","SUPPL-52","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"01/13/2014","DELFLEX W/ DEXTROSE 2.5% IN PLASTIC CONTAINERNDA   #018883","SUPPL-52","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"01/13/2014","DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM IN PLASTIC CONTAINERNDA   #018883","SUPPL-52","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"01/13/2014","DELFLEX W/ DEXTROSE 4.25% IN PLASTIC CONTAINERNDA   #018883","SUPPL-52","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"01/13/2014","DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM IN PLASTIC CONTAINERNDA   #018883","SUPPL-52","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"01/13/2014","DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINERNDA   #020171","SUPPL-34","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"01/13/2014","DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINERNDA   #020171","SUPPL-34","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"01/13/2014","DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINERNDA   #020171","SUPPL-34","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"01/13/2014","ASACOL HDNDA   #021830","SUPPL-7","MESALAMINE","APIL","Manufacturing (CMC)","Approval"
"01/13/2014","ELELYSOBLA   #022458","SUPPL-1","TALIGLUCERASE ALFA","PFIZER","","Approval"
"01/13/2014","ANTABUSEANDA  #088482","SUPPL-37","DISULFIRAM","ODYSSEY PHARMS","Manufacturing (CMC)","Approval"
"01/13/2014","ANTABUSEANDA  #088483","SUPPL-27","DISULFIRAM","ODYSSEY PHARMS","Manufacturing (CMC)","Approval"
"01/13/2014","FLUDEOXYGLUCOSE F18ANDA  #203246","ORIG-1","FLUDEOXYGLUCOSE F-18","UNIV TX MD ANDERSON","","Approval"
"01/14/2014","THYROLAR-0.25NDA   #016807","SUPPL-33","LIOTRIX (T4;T3)","ALLERGAN","Manufacturing (CMC)","Approval"
"01/14/2014","THYROLAR-0.5NDA   #016807","SUPPL-33","LIOTRIX (T4;T3)","ALLERGAN","Manufacturing (CMC)","Approval"
"01/14/2014","THYROLAR-1NDA   #016807","SUPPL-33","LIOTRIX (T4;T3)","ALLERGAN","Manufacturing (CMC)","Approval"
"01/14/2014","THYROLAR-2NDA   #016807","SUPPL-33","LIOTRIX (T4;T3)","ALLERGAN","Manufacturing (CMC)","Approval"
"01/14/2014","THYROLAR-3NDA   #016807","SUPPL-33","LIOTRIX (T4;T3)","ALLERGAN","Manufacturing (CMC)","Approval"
"01/14/2014","THYROLAR-5NDA   #016807","SUPPL-33","LIOTRIX (T4;T3)","ALLERGAN","Manufacturing (CMC)","Approval"
"01/14/2014","DOVONEXNDA   #020554","SUPPL-10","CALCIPOTRIENE","LEO PHARMA AS","Manufacturing (CMC)","Approval"
"01/14/2014","CALDOLORNDA   #022348","SUPPL-2","IBUPROFEN","CUMBERLAND PHARMS","Manufacturing (CMC)","Approval"
"01/14/2014","ETHOSUXIMIDEANDA  #040686","SUPPL-3","ETHOSUXIMIDE","AKORN","Labeling","Approval"
"01/14/2014","CLINDAMYCIN PHOSPHATEANDA  #065049","SUPPL-11","CLINDAMYCIN PHOSPHATE","PERRIGO NEW YORK","Labeling","Approval"
"01/14/2014","FLUOCINONIDEANDA  #090256","ORIG-1","FLUOCINONIDE","PERRIGO ISRAEL","","Approval"
"01/14/2014","DOXERCALCIFEROLANDA  #091433","ORIG-2","DOXERCALCIFEROL","HIKMA","","Approval"
"01/14/2014","ZUBSOLVNDA   #204242","SUPPL-1","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","OREXO US INC","Manufacturing (CMC)","Approval"
"01/15/2014","PROTOPAM CHLORIDENDA   #014134","SUPPL-35","PRALIDOXIME CHLORIDE","BAXTER HLTHCARE CORP","Manufacturing (CMC)","Approval"
"01/15/2014","HEPARIN SODIUMNDA   #017037","SUPPL-172","HEPARIN SODIUM","HIKMA","Manufacturing (CMC)","Approval"
"01/15/2014","LIDOCAINE HYDROCHLORIDE 0.2% IN DEXTROSE 5% IN PLASTIC CONTAINERNDA   #018388","SUPPL-84","LIDOCAINE HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"01/15/2014","LIDOCAINE HYDROCHLORIDE 0.4% IN DEXTROSE 5% IN PLASTIC CONTAINERNDA   #018388","SUPPL-84","LIDOCAINE HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"01/15/2014","LIDOCAINE HYDROCHLORIDE 0.8% IN DEXTROSE 5% IN PLASTIC CONTAINERNDA   #018388","SUPPL-84","LIDOCAINE HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"01/15/2014","HUMULIN NBLA   #018781","SUPPL-145","INSULIN SUSP ISOPHANE RECOMBINANT HUMAN","LILLY","","Approval"
"01/15/2014","HEPARIN SODIUM 1,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINERNDA   #018916","SUPPL-64","HEPARIN SODIUM","HOSPIRA","Manufacturing (CMC)","Approval"
"01/15/2014","HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.45%NDA   #018916","SUPPL-64","HEPARIN SODIUM","HOSPIRA","Manufacturing (CMC)","Approval"
"01/15/2014","HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.9%NDA   #018916","SUPPL-64","HEPARIN SODIUM","HOSPIRA","Manufacturing (CMC)","Approval"
"01/15/2014","HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINERNDA   #018916","SUPPL-64","HEPARIN SODIUM","HOSPIRA","Manufacturing (CMC)","Approval"
"01/15/2014","HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.9%NDA   #018916","SUPPL-64","HEPARIN SODIUM","HOSPIRA","Manufacturing (CMC)","Approval"
"01/15/2014","HEPARIN SODIUM 2,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINERNDA   #018916","SUPPL-64","HEPARIN SODIUM","HOSPIRA","Manufacturing (CMC)","Approval"
"01/15/2014","HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINERNDA   #018916","SUPPL-64","HEPARIN SODIUM","HOSPIRA","Manufacturing (CMC)","Approval"
