"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"07/01/2014","LITHIUM CITRATENDA   #018421","SUPPL-28","LITHIUM CITRATE","HIKMA","Manufacturing (CMC)","Approval"
"07/01/2014","PREMPHASE 14/14NDA   #020527","SUPPL-59","ESTROGENS, CONJUGATED; MEDROXYPROGESTERONE ACETATE","WYETH PHARMS","Manufacturing (CMC)","Approval"
"07/01/2014","PREMPRONDA   #020527","SUPPL-59","ESTROGENS, CONJUGATED; MEDROXYPROGESTERONE ACETATE","WYETH PHARMS","Manufacturing (CMC)","Approval"
"07/01/2014","IPRIVASKBLA   #021271","SUPPL-5","DESIRUDIN RECOMBINANT","BAUSCH","","Approval"
"07/01/2014","M.V.I. ADULTNDA   #021625","SUPPL-17","ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E; VITAMIN K","HOSPIRA","Manufacturing (CMC)","Approval"
"07/01/2014","EPIDUONDA   #022320","SUPPL-7","ADAPALENE; BENZOYL PEROXIDE","GALDERMA LABS LP","Manufacturing (CMC)","Approval"
"07/01/2014","AFINITORNDA   #022334","SUPPL-25","EVEROLIMUS","NOVARTIS","Labeling","Approval"
"07/01/2014","TRAZODONE HYDROCHLORIDEANDA  #071523","SUPPL-49","TRAZODONE HYDROCHLORIDE","TEVA PHARMS USA","Labeling","Approval"
"07/01/2014","TRAZODONE HYDROCHLORIDEANDA  #071524","SUPPL-49","TRAZODONE HYDROCHLORIDE","TEVA PHARMS USA","Labeling","Approval"
"07/01/2014","TRAZODONE HYDROCHLORIDEANDA  #071525","SUPPL-53","TRAZODONE HYDROCHLORIDE","PLIVA","Labeling","Approval"
"07/01/2014","PRAVASTATIN SODIUMANDA  #077987","SUPPL-9","PRAVASTATIN SODIUM","GLENMARK GENERICS","Manufacturing (CMC)","Approval"
"07/01/2014","DILANTINANDA  #084427","SUPPL-31","PHENYTOIN","PFIZER","Labeling","Approval"
"07/01/2014","TRAZODONE HYDROCHLORIDEANDA  #090514","SUPPL-3","TRAZODONE HYDROCHLORIDE","MYLAN PHARMS INC","Labeling","Approval"
"07/01/2014","LINZESSNDA   #202811","SUPPL-5","LINACLOTIDE","ALLERGAN","Manufacturing (CMC)","Approval"
"07/01/2014","AFINITOR DISPERZNDA   #203985","SUPPL-7","EVEROLIMUS","NOVARTIS PHARM","Labeling","Approval"
"07/02/2014","NORPRAMINNDA   #014399","SUPPL-69","DESIPRAMINE HYDROCHLORIDE","US PHARM HOLDINGS","Labeling","Approval"
"07/02/2014","QUALAQUINNDA   #021799","SUPPL-24","QUININE SULFATE","SUN PHARM INDUSTRIES","Labeling","Approval"
"07/02/2014","LETAIRISNDA   #022081","SUPPL-26","AMBRISENTAN","GILEAD","Manufacturing (CMC)","Approval"
"07/02/2014","AZORNDA   #022100","SUPPL-25","AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL","DAIICHI SANKYO","Labeling","Approval"
"07/02/2014","MORPHINE SULFATEANDA  #079040","SUPPL-4","MORPHINE SULFATE","ACTAVIS ELIZABETH","Manufacturing (CMC)","Approval"
"07/03/2014","SOLU-CORTEFNDA   #009866","SUPPL-104","HYDROCORTISONE SODIUM SUCCINATE","PHARMACIA AND UPJOHN","Labeling","Approval"
"07/03/2014","ARISTOCORTNDA   #011685","SUPPL-26","TRIAMCINOLONE DIACETATE","FOSUN PHARMA","Labeling","Approval"
"07/03/2014","DEPO-MEDROLNDA   #011757","SUPPL-103","METHYLPREDNISOLONE ACETATE","PHARMACIA AND UPJOHN","Labeling","Approval"
"07/03/2014","SOLU-MEDROLNDA   #011856","SUPPL-123","METHYLPREDNISOLONE SODIUM SUCCINATE","PHARMACIA AND UPJOHN","Labeling","Approval"
"07/03/2014","KENALOG-10NDA   #012041","SUPPL-42","TRIAMCINOLONE ACETONIDE","APOTHECON","Labeling","Approval"
"07/03/2014","ARISTOCORTNDA   #012802","SUPPL-33","TRIAMCINOLONE DIACETATE","FOSUN PHARMA","Labeling","Approval"
"07/03/2014","CELESTONE SOLUSPANNDA   #014602","SUPPL-58","BETAMETHASONE ACETATE; BETAMETHASONE SODIUM PHOSPHATE","MERCK SHARP DOHME","Labeling","Approval"
"07/03/2014","KENALOG-40NDA   #014901","SUPPL-42","TRIAMCINOLONE ACETONIDE","APOTHECON","Labeling","Approval"
"07/03/2014","KENALOG-80NDA   #014901","SUPPL-42","TRIAMCINOLONE ACETONIDE","APOTHECON","Labeling","Approval"
"07/03/2014","ARISTOSPANNDA   #016466","SUPPL-46","TRIAMCINOLONE HEXACETONIDE","SANDOZ INC","Labeling","Approval"
"07/03/2014","ZOLOFTNDA   #019839","SUPPL-80","SERTRALINE HYDROCHLORIDE","PFIZER","Labeling","Approval"
"07/03/2014","ZOLOFTNDA   #019839","SUPPL-83","SERTRALINE HYDROCHLORIDE","PFIZER","Labeling","Approval"
"07/03/2014","DOVONEXNDA   #020273","SUPPL-12","CALCIPOTRIENE","LEO PHARMA AS","Manufacturing (CMC)","Approval"
"07/03/2014","ZOLOFTNDA   #020990","SUPPL-39","SERTRALINE HYDROCHLORIDE","PFIZER","Labeling","Approval"
"07/03/2014","ZOLOFTNDA   #020990","SUPPL-41","SERTRALINE HYDROCHLORIDE","PFIZER","Labeling","Approval"
"07/03/2014","TRILEPTALNDA   #021014","SUPPL-33","OXCARBAZEPINE","NOVARTIS","Labeling","Approval"
"07/03/2014","RAPAMUNENDA   #021110","SUPPL-71","SIROLIMUS","PF PRISM CV","Manufacturing (CMC)","Approval"
"07/03/2014","TRILEPTALNDA   #021285","SUPPL-27","OXCARBAZEPINE","NOVARTIS","Labeling","Approval"
"07/03/2014","BENICARNDA   #021286","SUPPL-29","OLMESARTAN MEDOXOMIL","DAIICHI SANKYO","Manufacturing (CMC)","Approval"
"07/03/2014","IMPLANONNDA   #021529","SUPPL-8","ETONOGESTREL","ORGANON USA INC","Labeling","Approval"
"07/03/2014","NEXPLANONNDA   #021529","SUPPL-8","ETONOGESTREL","ORGANON USA INC","Labeling","Approval"
"07/03/2014","DIGOXINNDA   #021648","SUPPL-7","DIGOXIN","HIKMA","Manufacturing (CMC)","Approval"
"07/03/2014","CYANOKITNDA   #022041","SUPPL-15","HYDROXOCOBALAMIN","SERB SA","Manufacturing (CMC)","Approval"
"07/03/2014","TRELSTARNDA   #022437","SUPPL-9","TRIPTORELIN PAMOATE","ALLERGAN","Manufacturing (CMC)","Approval"
"07/03/2014","NAMENDA XRNDA   #022525","SUPPL-5","MEMANTINE HYDROCHLORIDE","FOREST LABS LLC","Efficacy","Approval"
"07/03/2014","DEXAMETHASONE SODIUM PHOSPHATE PRESERVATIVE FREEANDA  #040491","SUPPL-8","DEXAMETHASONE SODIUM PHOSPHATE","FRESENIUS KABI USA","Labeling","Approval"
"07/03/2014","DEXAMETHASONE SODIUM PHOSPHATEANDA  #040572","SUPPL-2","DEXAMETHASONE SODIUM PHOSPHATE","FRESENIUS KABI USA","Labeling","Approval"
"07/03/2014","DEXAMETHASONE SODIUM PHOSPHATEANDA  #040802","SUPPL-7","DEXAMETHASONE SODIUM PHOSPHATE","MYLAN LABS LTD","Labeling","Approval"
"07/03/2014","DEXAMETHASONE SODIUM PHOSPHATEANDA  #040803","SUPPL-7","DEXAMETHASONE SODIUM PHOSPHATE","MYLAN LABS LTD","Labeling","Approval"
"07/03/2014","FENTANYL-100ANDA  #077775","SUPPL-12","FENTANYL","NOVEN","Labeling","Approval"
"07/03/2014","FENTANYL-100ANDA  #077775","SUPPL-16","FENTANYL","NOVEN","Labeling","Approval"
"07/03/2014","FENTANYL-25ANDA  #077775","SUPPL-12","FENTANYL","NOVEN","Labeling","Approval"
"07/03/2014","FENTANYL-25ANDA  #077775","SUPPL-16","FENTANYL","NOVEN","Labeling","Approval"
"07/03/2014","FENTANYL-50ANDA  #077775","SUPPL-12","FENTANYL","NOVEN","Labeling","Approval"
"07/03/2014","FENTANYL-50ANDA  #077775","SUPPL-16","FENTANYL","NOVEN","Labeling","Approval"
"07/03/2014","FENTANYL-75ANDA  #077775","SUPPL-12","FENTANYL","NOVEN","Labeling","Approval"
"07/03/2014","FENTANYL-75ANDA  #077775","SUPPL-16","FENTANYL","NOVEN","Labeling","Approval"
"07/03/2014","MORPHINE SULFATEANDA  #079040","SUPPL-5","MORPHINE SULFATE","ACTAVIS ELIZABETH","Labeling","Approval"
"07/03/2014","DILANTINANDA  #084349","SUPPL-73","PHENYTOIN SODIUM","PARKE-DAVIS","Labeling","Approval"
"07/03/2014","DEXAMETHASONE SODIUM PHOSPHATEANDA  #084916","SUPPL-66","DEXAMETHASONE SODIUM PHOSPHATE","FRESENIUS KABI USA","Labeling","Approval"
"07/03/2014","DEXAMETHASONE SODIUM PHOSPHATEANDA  #087440","SUPPL-27","DEXAMETHASONE SODIUM PHOSPHATE","LUITPOLD","Labeling","Approval"
"07/03/2014","DEXAMETHASONE SODIUM PHOSPHATEANDA  #087702","SUPPL-36","DEXAMETHASONE SODIUM PHOSPHATE","WEST-WARD PHARMS INT","Labeling","Approval"
"07/03/2014","CLONIDINE HYDROCHLORIDEANDA  #090329","ORIG-1","CLONIDINE HYDROCHLORIDE","SUN PHARM INDS INC","","Approval"
"07/03/2014","DOCETAXELNDA   #201195","SUPPL-6","DOCETAXEL","ACCORD HLTHCARE","Labeling","Approval"
"07/03/2014","IBUPROFEN AND PHENYLEPHRINE HYDROCHLORIDEANDA  #203200","ORIG-1","IBUPROFEN; PHENYLEPHRINE HYDROCHLORIDE","PERRIGO R AND D","","Approval"
"07/03/2014","ILEVRONDA   #203491","SUPPL-6","NEPAFENAC","NOVARTIS","Manufacturing (CMC)","Approval"
"07/03/2014","FLUPHENAZINE DECANOATEANDA  #203732","ORIG-1","FLUPHENAZINE DECANOATE","PAR STERILE PRODUCTS","","Approval"
"07/03/2014","ZOLEDRONIC ACIDANDA  #204051","ORIG-1","ZOLEDRONIC ACID","SUN PHARMA GLOBAL","","Tentative Approval"
"07/03/2014","BELEODAQNDA   #206256","ORIG-1","BELINOSTAT","ACROTECH","Type 1 - New Molecular Entity","Approval"
"07/07/2014","INDIUM IN 111 OXYQUINOLINENDA   #019044","SUPPL-23","INDIUM IN-111 OXYQUINOLINE","GE HEALTHCARE","Manufacturing (CMC)","Approval"
"07/07/2014","EFFEXOR XRNDA   #020699","SUPPL-103","VENLAFAXINE HYDROCHLORIDE","WYETH PHARMS","Labeling","Approval"
"07/07/2014","EFFEXOR XRNDA   #020699","SUPPL-105","VENLAFAXINE HYDROCHLORIDE","WYETH PHARMS","Labeling","Approval"
"07/07/2014","VENLAFAXINE HYDROCHLORIDEANDA  #077166","SUPPL-11","VENLAFAXINE HYDROCHLORIDE","MYLAN","Labeling","Approval"
"07/07/2014","VENLAFAXINE HYDROCHLORIDEANDA  #077166","SUPPL-13","VENLAFAXINE HYDROCHLORIDE","MYLAN","Labeling","Approval"
"07/07/2014","TELMISARTANANDA  #090032","ORIG-1","TELMISARTAN","GLENMARK PHARMS LTD","","Approval"
"07/07/2014","TELMISARTANANDA  #202130","ORIG-1","TELMISARTAN","ALEMBIC PHARMS LTD","","Approval"
"07/07/2014","TELMISARTANANDA  #202397","ORIG-1","TELMISARTAN","MYLAN","","Approval"
"07/07/2014","MARQIBO KITNDA   #202497","SUPPL-1","VINCRISTINE SULFATE","ACROTECH","Manufacturing (CMC)","Approval"
"07/07/2014","TELMISARTANANDA  #203171","ORIG-1","TELMISARTAN","TORRENT","","Approval"
"07/07/2014","DESVENLAFAXINENDA   #204150","SUPPL-1","DESVENLAFAXINE","ALEMBIC PHARMS LTD","Labeling","Approval"
"07/07/2014","DESVENLAFAXINENDA   #204150","SUPPL-2","DESVENLAFAXINE","ALEMBIC PHARMS LTD","Labeling","Approval"
"07/07/2014","KERYDINNDA   #204427","ORIG-1","TAVABOROLE","ANACOR PHARMS INC","Type 1 - New Molecular Entity","Approval"
"07/08/2014","CONRAYNDA   #013295","SUPPL-66","IOTHALAMATE MEGLUMINE","LIEBEL-FLARSHEIM","Labeling","Approval"
"07/08/2014","CONRAY 43NDA   #013295","SUPPL-66","IOTHALAMATE MEGLUMINE","LIEBEL-FLARSHEIM","Labeling","Approval"
"07/08/2014","CELEXANDA   #020822","SUPPL-46","CITALOPRAM HYDROBROMIDE","ALLERGAN","Labeling","Approval"
