"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"05/01/2013","NEURONTINNDA   #020235","SUPPL-54","GABAPENTIN","PFIZER PHARMS","Labeling","Approval"
"05/01/2013","NEURONTINNDA   #020235","SUPPL-55","GABAPENTIN","PFIZER PHARMS","Labeling","Approval"
"05/01/2013","NEURONTINNDA   #020235","SUPPL-56","GABAPENTIN","PFIZER PHARMS","Labeling","Approval"
"05/01/2013","ARIMIDEXNDA   #020541","SUPPL-27","ANASTROZOLE","ANI PHARMS INC","Labeling","Approval"
"05/01/2013","NEURONTINNDA   #020882","SUPPL-38","GABAPENTIN","PFIZER PHARMS","Labeling","Approval"
"05/01/2013","NEURONTINNDA   #020882","SUPPL-39","GABAPENTIN","PFIZER PHARMS","Labeling","Approval"
"05/01/2013","NEURONTINNDA   #020882","SUPPL-40","GABAPENTIN","PFIZER PHARMS","Labeling","Approval"
"05/01/2013","NEURONTINNDA   #021129","SUPPL-35","GABAPENTIN","PARKE DAVIS","Labeling","Approval"
"05/01/2013","NEURONTINNDA   #021129","SUPPL-36","GABAPENTIN","PARKE DAVIS","Labeling","Approval"
"05/01/2013","NEURONTINNDA   #021129","SUPPL-37","GABAPENTIN","PARKE DAVIS","Labeling","Approval"
"05/01/2013","LOESTRIN 24 FENDA   #021871","SUPPL-4","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","TEVA BRANDED PHARM","Manufacturing (CMC)","Approval"
"05/01/2013","HORIZANTNDA   #022399","SUPPL-8","GABAPENTIN ENACARBIL","ARBOR PHARMS LLC","Labeling","Approval"
"05/01/2013","MYFORTICNDA   #050791","SUPPL-12","MYCOPHENOLIC ACID","NOVARTIS","Labeling","Approval"
"05/01/2013","MYFORTICNDA   #050791","SUPPL-16","MYCOPHENOLIC ACID","NOVARTIS","Manufacturing (CMC)","Approval"
"05/01/2013","BACITRACINANDA  #061212","SUPPL-12","BACITRACIN","PERRIGO CO TENNESSEE","Manufacturing (CMC)","Approval"
"05/01/2013","HEPARIN SODIUMANDA  #088100","SUPPL-37","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"05/01/2013","HEPARIN SODIUMANDA  #090808","SUPPL-9","HEPARIN SODIUM","SAGENT PHARMS","Labeling","Approval"
"05/02/2013","CARDENENDA   #019734","SUPPL-20","NICARDIPINE HYDROCHLORIDE","CHIESI","Manufacturing (CMC)","Approval"
"05/02/2013","CARDENE IN 0.83% SODIUM CHLORIDE IN PLASTIC CONTAINERNDA   #019734","SUPPL-20","NICARDIPINE HYDROCHLORIDE","CHIESI","Manufacturing (CMC)","Approval"
"05/02/2013","CARDENE IN 0.86% SODIUM CHLORIDE IN PLASTIC CONTAINERNDA   #019734","SUPPL-20","NICARDIPINE HYDROCHLORIDE","CHIESI","Manufacturing (CMC)","Approval"
"05/02/2013","CARDENE IN 4.8% DEXTROSE IN PLASTIC CONTAINERNDA   #019734","SUPPL-20","NICARDIPINE HYDROCHLORIDE","CHIESI","Manufacturing (CMC)","Approval"
"05/02/2013","CARDENE IN 5.0% DEXTROSE IN PLASTIC CONTAINERNDA   #019734","SUPPL-20","NICARDIPINE HYDROCHLORIDE","CHIESI","Manufacturing (CMC)","Approval"
"05/02/2013","SUSTIVANDA   #020972","SUPPL-43","EFAVIRENZ","BRISTOL MYERS SQUIBB","Efficacy","Approval"
"05/02/2013","SUSTIVANDA   #021360","SUPPL-31","EFAVIRENZ","BRISTOL MYERS SQUIBB","Efficacy","Approval"
"05/02/2013","SAMSCANDA   #022275","SUPPL-11","TOLVAPTAN","OTSUKA AMERICA PHARM","Labeling","Approval"
"05/02/2013","CARISOPRODOLANDA  #040792","SUPPL-4","CARISOPRODOL","AUROBINDO PHARMA","Labeling","Approval"
"05/02/2013","NEORALNDA   #050715","SUPPL-33","CYCLOSPORINE","NOVARTIS","Labeling","Approval"
"05/02/2013","NEORALNDA   #050716","SUPPL-34","CYCLOSPORINE","NOVARTIS","Labeling","Approval"
"05/02/2013","AMOXICILLINANDA  #065056","SUPPL-17","AMOXICILLIN","TEVA","Labeling","Approval"
"05/02/2013","AMLODIPINE BESYLATEANDA  #076846","SUPPL-13","AMLODIPINE BESYLATE","TEVA","Manufacturing (CMC)","Approval"
"05/02/2013","LANSOPRAZOLEANDA  #091269","SUPPL-4","LANSOPRAZOLE","DR REDDYS LABS LTD","Labeling","Approval"
"05/03/2013","PROTOPAM CHLORIDENDA   #014134","SUPPL-34","PRALIDOXIME CHLORIDE","BAXTER HLTHCARE CORP","Manufacturing (CMC)","Approval"
"05/03/2013","LOCOIDNDA   #018652","SUPPL-9","HYDROCORTISONE BUTYRATE","PRECISION DERMAT","Manufacturing (CMC)","Approval"
"05/03/2013","LOCOIDNDA   #019116","SUPPL-8","HYDROCORTISONE BUTYRATE","BAUSCH","Manufacturing (CMC)","Approval"
"05/03/2013","CONCERTANDA   #021121","SUPPL-29","METHYLPHENIDATE HYDROCHLORIDE","JANSSEN PHARMS","Labeling","Approval"
"05/03/2013","ZYVOXNDA   #021130","SUPPL-23","LINEZOLID","PHARMACIA AND UPJOHN","Labeling","Approval"
"05/03/2013","ZYVOXNDA   #021130","SUPPL-24","LINEZOLID","PHARMACIA AND UPJOHN","Labeling","Approval"
"05/03/2013","ZYVOXNDA   #021131","SUPPL-21","LINEZOLID","PHARMACIA AND UPJOHN","Labeling","Approval"
"05/03/2013","ZYVOXNDA   #021131","SUPPL-22","LINEZOLID","PHARMACIA AND UPJOHN","Labeling","Approval"
