"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"08/01/2013","ORAPNDA   #017473","SUPPL-47","PIMOZIDE","TEVA","Manufacturing (CMC)","Approval"
"08/01/2013","K-TABNDA   #018279","SUPPL-31","POTASSIUM CHLORIDE","ABBVIE","Manufacturing (CMC)","Approval"
"08/01/2013","GALZINNDA   #020458","SUPPL-5","ZINC ACETATE","TEVA","Manufacturing (CMC)","Approval"
"08/01/2013","AMARYLNDA   #020496","SUPPL-26","GLIMEPIRIDE","SANOFI AVENTIS US","Labeling","Approval"
"08/01/2013","DITROPAN XLNDA   #020897","SUPPL-32","OXYBUTYNIN CHLORIDE","JANSSEN PHARMS","Labeling","Approval"
"08/01/2013","ALTABAXNDA   #022055","SUPPL-3","RETAPAMULIN","ALMIRALL","Manufacturing (CMC)","Approval"
"08/01/2013","LISINOPRILANDA  #075752","SUPPL-28","LISINOPRIL","HERITAGE PHARMA","Labeling","Approval"
"08/01/2013","LISINOPRILANDA  #075752","SUPPL-30","LISINOPRIL","HERITAGE PHARMA","Labeling","Approval"
"08/01/2013","LISINOPRILANDA  #075752","SUPPL-32","LISINOPRIL","HERITAGE PHARMA","Labeling","Approval"
"08/01/2013","LISINOPRILANDA  #075752","SUPPL-35","LISINOPRIL","HERITAGE PHARMA","Labeling","Approval"
"08/01/2013","LISINOPRIL AND HYDROCHLOROTHIAZIDEANDA  #075776","SUPPL-32","HYDROCHLOROTHIAZIDE; LISINOPRIL","HERITAGE PHARMA","Labeling","Approval"
"08/01/2013","LISINOPRIL AND HYDROCHLOROTHIAZIDEANDA  #075776","SUPPL-34","HYDROCHLOROTHIAZIDE; LISINOPRIL","HERITAGE PHARMA","Labeling","Approval"
"08/01/2013","LISINOPRIL AND HYDROCHLOROTHIAZIDEANDA  #075776","SUPPL-35","HYDROCHLOROTHIAZIDE; LISINOPRIL","HERITAGE PHARMA","Labeling","Approval"
"08/01/2013","LISINOPRIL AND HYDROCHLOROTHIAZIDEANDA  #075776","SUPPL-36","HYDROCHLOROTHIAZIDE; LISINOPRIL","HERITAGE PHARMA","Labeling","Approval"
"08/01/2013","LISINOPRIL AND HYDROCHLOROTHIAZIDEANDA  #075776","SUPPL-37","HYDROCHLOROTHIAZIDE; LISINOPRIL","HERITAGE PHARMA","Labeling","Approval"
"08/01/2013","GLIMEPIRIDEANDA  #078952","ORIG-1","GLIMEPIRIDE","HIKMA PHARMS","","Approval"
"08/01/2013","PIMTREAANDA  #091247","ORIG-1","DESOGESTREL; ETHINYL ESTRADIOL","NOVAST LABS","","Approval"
"08/01/2013","NORETHINDRONEANDA  #202260","ORIG-1","NORETHINDRONE","AMNEAL PHARMS","","Approval"
"08/02/2013","BUPHENYLNDA   #020572","SUPPL-20","SODIUM PHENYLBUTYRATE","HORIZON THERAP","Manufacturing (CMC)","Approval"
"08/02/2013","VALSTAR PRESERVATIVE FREENDA   #020892","SUPPL-16","VALRUBICIN","ENDO PHARM","Efficacy","Approval"
"08/02/2013","CANCIDASNDA   #021227","SUPPL-30","CASPOFUNGIN ACETATE","MERCK","Labeling","Approval"
"08/02/2013","FORTEONDA   #021318","SUPPL-35","TERIPARATIDE","LILLY","Manufacturing (CMC)","Approval"
"08/02/2013","LEVITRANDA   #021400","SUPPL-16","VARDENAFIL HYDROCHLORIDE","BAYER HLTHCARE","Efficacy","Approval"
"08/02/2013","MUCINEX DNDA   #021585","SUPPL-29","GUAIFENESIN; PSEUDOEPHEDRINE HYDROCHLORIDE","RB HLTH","Manufacturing (CMC)","Approval"
"08/02/2013","VELCADENDA   #021602","SUPPL-35","BORTEZOMIB","MILLENNIUM PHARMS","Manufacturing (CMC)","Approval"
"08/02/2013","XENAZINENDA   #021894","SUPPL-9","TETRABENAZINE","VALEANT PHARMS NORTH","REMS","Approval"
"08/02/2013","ZIANANDA   #050802","SUPPL-11","CLINDAMYCIN PHOSPHATE; TRETINOIN","MEDICIS","Manufacturing (CMC)","Approval"
"08/02/2013","METRONIDAZOLEANDA  #070035","SUPPL-56","METRONIDAZOLE","WATSON LABS","Labeling","Approval"
"08/02/2013","METRONIDAZOLEANDA  #070044","SUPPL-55","METRONIDAZOLE","WATSON LABS INC","Labeling","Approval"
"08/02/2013","GABAPENTINANDA  #077261","ORIG-1","GABAPENTIN","TARO","","Approval"
"08/02/2013","CIPROFLOXACIN EXTENDED RELEASEANDA  #078183","SUPPL-9","CIPROFLOXACIN; CIPROFLOXACIN HYDROCHLORIDE","MYLAN PHARMS INC","Labeling","Approval"
"08/02/2013","ACETAMINOPHEN AND CODEINE PHOSPHATEANDA  #089673","SUPPL-21","ACETAMINOPHEN; CODEINE PHOSPHATE","RHODES PHARMS","Labeling","Approval"
"08/02/2013","CEPHALEXINANDA  #090836","SUPPL-4","CEPHALEXIN","ALKEM LABS LTD","Manufacturing (CMC)","Approval"
"08/02/2013","STAXYNNDA   #200179","SUPPL-1","VARDENAFIL HYDROCHLORIDE","BAYER HLTHCARE","Efficacy","Approval"
"08/02/2013","BINOSTONDA   #202344","SUPPL-2","ALENDRONATE SODIUM","ASCEND THERAPS US","Manufacturing (CMC)","Approval"
"08/02/2013","ZOLEDRONIC ACIDNDA   #203231","ORIG-1","ZOLEDRONIC ACID","INFORLIFE","Type 5 - New Formulation or New Manufacturer","Approval"
"08/02/2013","OXYGEN, USPNDA   #205889","ORIG-1","OXYGEN","MATHESON TRI-GAS INC","Medical Gas","Approval"
"08/02/2013","MEDICAL AIR, USPNDA   #205890","ORIG-1","MEDICAL AIR","MATHESON TRI-GAS INC","Medical Gas","Approval"
"08/02/2013","NITROGEN, NFNDA   #205891","ORIG-1","NITROGEN","MATHESON TRI-GAS INC","Medical Gas","Approval"
"08/05/2013","LOCOIDNDA   #018514","SUPPL-11","HYDROCORTISONE BUTYRATE","BAUSCH","Manufacturing (CMC)","Approval"
"08/05/2013","CERETECNDA   #019829","SUPPL-26","TECHNETIUM TC-99M EXAMETAZIME KIT","GE HEALTHCARE","Labeling","Approval"
"08/05/2013","BUPHENYLNDA   #020573","SUPPL-19","SODIUM PHENYLBUTYRATE","HORIZON THERAP","Manufacturing (CMC)","Approval"
"08/05/2013","INVANZNDA   #021337","SUPPL-40","ERTAPENEM SODIUM","MERCK SHARP DOHME","Manufacturing (CMC)","Approval"
"08/05/2013","STRATTERANDA   #021411","SUPPL-40","ATOMOXETINE HYDROCHLORIDE","LILLY","Labeling","Approval"
"08/05/2013","STRATTERANDA   #021411","SUPPL-42","ATOMOXETINE HYDROCHLORIDE","LILLY","Labeling","Approval"
"08/05/2013","VELCADENDA   #021602","SUPPL-36","BORTEZOMIB","MILLENNIUM PHARMS","Manufacturing (CMC)","Approval"
"08/05/2013","ISENTRESSNDA   #022145","SUPPL-29","RALTEGRAVIR POTASSIUM","MERCK SHARP DOHME","Labeling","Approval"
"08/05/2013","ISENTRESS HDNDA   #022145","SUPPL-29","RALTEGRAVIR POTASSIUM","MERCK SHARP DOHME","Labeling","Approval"
"08/05/2013","CARBAGLUNDA   #022562","SUPPL-2","CARGLUMIC ACID","RECORDATI RARE","Labeling","Approval"
"08/05/2013","PYLERANDA   #050786","SUPPL-8","BISMUTH SUBCITRATE POTASSIUM; METRONIDAZOLE; TETRACYCLINE HYDROCHLORIDE","ALLERGAN","Manufacturing (CMC)","Approval"
"08/05/2013","ERY-TABANDA  #062298","SUPPL-69","ERYTHROMYCIN","ARBOR PHARMS LLC","Labeling","Approval"
"08/05/2013","LISINOPRILANDA  #075944","SUPPL-20","LISINOPRIL","SUN PHARM INDS LTD","Labeling","Approval"
"08/05/2013","LISINOPRILANDA  #075944","SUPPL-21","LISINOPRIL","SUN PHARM INDS LTD","Labeling","Approval"
"08/05/2013","LISINOPRILANDA  #075944","SUPPL-22","LISINOPRIL","SUN PHARM INDS LTD","Labeling","Approval"
"08/05/2013","LISINOPRILANDA  #075944","SUPPL-23","LISINOPRIL","SUN PHARM INDS LTD","Labeling","Approval"
"08/05/2013","LISINOPRIL AND HYDROCHLOROTHIAZIDEANDA  #076007","SUPPL-12","HYDROCHLOROTHIAZIDE; LISINOPRIL","SUN PHARM INDS LTD","Labeling","Approval"
"08/05/2013","LISINOPRIL AND HYDROCHLOROTHIAZIDEANDA  #076007","SUPPL-13","HYDROCHLOROTHIAZIDE; LISINOPRIL","SUN PHARM INDS LTD","Labeling","Approval"
"08/05/2013","LISINOPRIL AND HYDROCHLOROTHIAZIDEANDA  #076007","SUPPL-14","HYDROCHLOROTHIAZIDE; LISINOPRIL","SUN PHARM INDS LTD","Labeling","Approval"
"08/05/2013","LISINOPRIL AND HYDROCHLOROTHIAZIDEANDA  #076007","SUPPL-15","HYDROCHLOROTHIAZIDE; LISINOPRIL","SUN PHARM INDS LTD","Labeling","Approval"
"08/05/2013","LISINOPRILANDA  #076063","SUPPL-40","LISINOPRIL","HIKMA INTL PHARMS","Manufacturing (CMC)","Approval"
"08/05/2013","ZOLEDRONIC ACIDANDA  #202163","ORIG-1","ZOLEDRONIC ACID","BRECKENRIDGE","","Approval"
"08/05/2013","ZOLEDRONIC ACIDANDA  #202930","ORIG-1","ZOLEDRONIC ACID","GLAND PHARMA LTD","","Approval"
"08/05/2013","NORETHINDRONE AND ETHINYL ESTRADIOLANDA  #203006","ORIG-1","ETHINYL ESTRADIOL; NORETHINDRONE","MYLAN LABS LTD","","Approval"
"08/05/2013","ISENTRESSNDA   #203045","SUPPL-7","RALTEGRAVIR POTASSIUM","MERCK SHARP DOHME","Labeling","Approval"
"08/05/2013","FLUDEOXYGLUCOSE F18ANDA  #203612","ORIG-1","FLUDEOXYGLUCOSE F-18","MCPRF","","Approval"
"08/05/2013","MEDICAL AIR, USPNDA   #205909","ORIG-1","MEDICAL AIR","PRAXAIR DISTRIBUTION INC","Medical Gas","Approval"
"08/05/2013","MEDICAL AIR, USPNDA   #205910","ORIG-1","MEDICAL AIR","PRAXAIR DISTRIBUTION MID-ATLANTIC LLC","Medical Gas","Approval"
"08/05/2013","HELIUM, USPNDA   #205911","ORIG-1","HELIUM","PRAXAIR DISTRIBUTION MID-ATLANTIC LLC","Medical Gas","Approval"
