"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"05/01/2014","TESTIMNDA   #021454","SUPPL-20","TESTOSTERONE","AUXILIUM PHARMS LLC","REMS","Approval"
"05/01/2014","MAXIPIMENDA   #050679","SUPPL-31","CEFEPIME HYDROCHLORIDE","HOSPIRA INC","Labeling","Approval"
"05/01/2014","EDURANTNDA   #202022","SUPPL-7","RILPIVIRINE HYDROCHLORIDE","JANSSEN PRODS","Labeling","Approval"
"05/01/2014","SYNRIBONDA   #203585","SUPPL-3","OMACETAXINE MEPESUCCINATE","TEVA PHARMS INTL","Labeling","Approval"
"05/02/2014","CHORIONIC GONADOTROPINBLA   #017016","SUPPL-158","GONADOTROPIN, CHORIONIC","FERRING","","Approval"
"05/02/2014","ACCUPRILNDA   #019885","SUPPL-40","QUINAPRIL HYDROCHLORIDE","PFIZER PHARMS","Labeling","Approval"
"05/02/2014","ALTACENDA   #019901","SUPPL-64","RAMIPRIL","KING PHARMS LLC","Labeling","Approval"
"05/02/2014","ACCURETICNDA   #020125","SUPPL-18","HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE","PFIZER PHARMS","Labeling","Approval"
"05/02/2014","ARIMIDEXNDA   #020541","SUPPL-29","ANASTROZOLE","ANI PHARMS INC","Labeling","Approval"
"05/02/2014","AROMASINNDA   #020753","SUPPL-15","EXEMESTANE","PHARMACIA AND UPJOHN","Labeling","Approval"
"05/02/2014","AROMASINNDA   #020753","SUPPL-16","EXEMESTANE","PHARMACIA AND UPJOHN","Labeling","Approval"
"05/02/2014","PAROEXANDA  #076434","SUPPL-2","CHLORHEXIDINE GLUCONATE","SUNSTAR AMERICAS","Labeling","Approval"
"05/02/2014","ZIPRASIDONE HYDROCHLORIDEANDA  #077562","SUPPL-2","ZIPRASIDONE HYDROCHLORIDE","SANDOZ INC","Manufacturing (CMC)","Approval"
"05/02/2014","ZOLEDRONIC ACIDNDA   #203231","SUPPL-2","ZOLEDRONIC ACID","INFORLIFE","Labeling","Approval"
"05/02/2014","OSPHENANDA   #203505","SUPPL-4","OSPEMIFENE","DUCHESNAY","Manufacturing (CMC)","Approval"
"05/05/2014","DIPRIVANNDA   #019627","SUPPL-58","PROPOFOL","FRESENIUS KABI USA","Manufacturing (CMC)","Approval"
"05/05/2014","TEMODARNDA   #021029","SUPPL-26","TEMOZOLOMIDE","MERCK SHARP DOHME","Labeling","Approval"
"05/05/2014","LETAIRISNDA   #022081","SUPPL-29","AMBRISENTAN","GILEAD","Labeling","Approval"
"05/05/2014","TEMODARNDA   #022277","SUPPL-7","TEMOZOLOMIDE","MERCK SHARP DOHME","Labeling","Approval"
"05/05/2014","CEFAZOLIN SODIUMANDA  #065226","SUPPL-11","CEFAZOLIN SODIUM","HOSPIRA INC","Labeling","Approval"
"05/05/2014","DOXERCALCIFEROLANDA  #091333","ORIG-1","DOXERCALCIFEROL","SANDOZ INC","","Approval"
"05/05/2014","PHENTERMINE HYDROCHLORIDEANDA  #204414","ORIG-1","PHENTERMINE HYDROCHLORIDE","INVAGEN PHARMS","","Approval"
"05/05/2014","EPANOVANDA   #205060","ORIG-1","OMEGA-3-CARBOXYLIC ACIDS","ASTRAZENECA PHARMS","Type 5 - New Formulation or New Manufacturer","Approval"
"05/06/2014","BUPIVACAINE HYDROCHLORIDENDA   #018053","SUPPL-56","BUPIVACAINE HYDROCHLORIDE","HOSPIRA","Manufacturing (CMC)","Approval"
"05/06/2014","PROCARDIA XLNDA   #019684","SUPPL-27","NIFEDIPINE","PFIZER","Labeling","Approval"
"05/06/2014","TOPROL-XLNDA   #019962","SUPPL-44","METOPROLOL SUCCINATE","TOPROL","Labeling","Approval"
"05/06/2014","VISUDYNENDA   #021119","SUPPL-26","VERTEPORFIN","VALEANT LUXEMBOURG","Manufacturing (CMC)","Approval"
"05/06/2014","LEVOXYLNDA   #021301","SUPPL-35","LEVOTHYROXINE SODIUM","KING PHARMS","Manufacturing (CMC)","Approval"
"05/06/2014","HYLENEX RECOMBINANTBLA   #021859","SUPPL-20","HYALURONIDASE RECOMBINANT HUMAN","HALOZYME THERAP","","Approval"
"05/06/2014","COARTEMNDA   #022268","SUPPL-9","ARTEMETHER; LUMEFANTRINE","NOVARTIS","Manufacturing (CMC)","Approval"
"05/06/2014","ANASTROZOLEANDA  #079220","SUPPL-1","ANASTROZOLE","NATCO PHARMA LTD","Labeling","Approval"
"05/06/2014","CLONIDINEANDA  #090873","ORIG-1","CLONIDINE","ACTAVIS LABS UT INC","","Approval"
"05/06/2014","ADEMPASNDA   #204819","SUPPL-2","RIOCIGUAT","BAYER HLTHCARE","Labeling","Approval"
"05/07/2014","AVANDIANDA   #021071","SUPPL-47","ROSIGLITAZONE MALEATE","SB PHARMCO","REMS","Approval"
"05/07/2014","AVANDIANDA   #021071","SUPPL-48","ROSIGLITAZONE MALEATE","SB PHARMCO","Labeling","Approval"
"05/07/2014","AVANDIANDA   #021071","SUPPL-49","ROSIGLITAZONE MALEATE","SB PHARMCO","REMS","Approval"
"05/07/2014","AVANDAMETNDA   #021410","SUPPL-36","METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE","SB PHARMCO","REMS","Approval"
"05/07/2014","AVANDAMETNDA   #021410","SUPPL-37","METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE","SB PHARMCO","Labeling","Approval"
"05/07/2014","AVANDAMETNDA   #021410","SUPPL-38","METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE","SB PHARMCO","REMS","Approval"
"05/07/2014","BENICAR HCTNDA   #021532","SUPPL-23","HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL","DAIICHI SANKYO","Manufacturing (CMC)","Approval"
"05/07/2014","AVANDARYLNDA   #021700","SUPPL-18","GLIMEPIRIDE; ROSIGLITAZONE MALEATE","SB PHARMCO","REMS","Approval"
"05/07/2014","AVANDARYLNDA   #021700","SUPPL-19","GLIMEPIRIDE; ROSIGLITAZONE MALEATE","SB PHARMCO","Labeling","Approval"
"05/07/2014","AVANDARYLNDA   #021700","SUPPL-20","GLIMEPIRIDE; ROSIGLITAZONE MALEATE","SB PHARMCO","REMS","Approval"
"05/07/2014","ROSIGLITAZONE MALEATEANDA  #076747","SUPPL-1","ROSIGLITAZONE MALEATE","ANI PHARMS INC","REMS","Approval"
"05/07/2014","METFORMIN HYDROCHLORIDEANDA  #076873","SUPPL-3","METFORMIN HYDROCHLORIDE","SANDOZ","Labeling","Approval"
"05/07/2014","ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDEANDA  #077337","ORIG-1","METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE","TEVA","","Approval"
"05/07/2014","EPIRUBICIN HYDROCHLORIDEANDA  #091599","SUPPL-1","EPIRUBICIN HYDROCHLORIDE","MYLAN LABS LTD","Labeling","Approval"
"05/07/2014","BOTOXBLA   #103000","SUPPL-5280","OnabotulinumtoxinA","ALLERGAN","","Approval"
"05/07/2014","BOTOX COSMETICBLA   #103000","SUPPL-5280","OnabotulinumtoxinA","ALLERGAN","","Approval"
"05/07/2014","PANTOPRAZOLE SODIUMANDA  #203024","ORIG-1","PANTOPRAZOLE SODIUM","L PERRIGO CO","","Approval"
"05/07/2014","XELJANZNDA   #203214","SUPPL-7","TOFACITINIB CITRATE","PF PRISM CV","Labeling","Approval"
"05/07/2014","KYNAMRONDA   #203568","SUPPL-2","MIPOMERSEN SODIUM","KASTLE THERAPS LLC","REMS","Approval"
"05/08/2014","PERSANTINENDA   #012836","SUPPL-59","DIPYRIDAMOLE","BOEHRINGER INGELHEIM","Manufacturing (CMC)","Approval"
"05/08/2014","GEMZARNDA   #020509","SUPPL-77","GEMCITABINE HYDROCHLORIDE","LILLY","Labeling","Approval"
"05/08/2014","TRILEPTALNDA   #021014","SUPPL-34","OXCARBAZEPINE","NOVARTIS","Manufacturing (CMC)","Approval"
"05/08/2014","LOTRONEXNDA   #021107","SUPPL-24","ALOSETRON HYDROCHLORIDE","SEBELA IRELAND LTD","REMS","Approval"
"05/08/2014","MIRENANDA   #021225","SUPPL-34","LEVONORGESTREL","BAYER HLTHCARE","Manufacturing (CMC)","Approval"
"05/08/2014","TRILEPTALNDA   #021285","SUPPL-29","OXCARBAZEPINE","NOVARTIS","Manufacturing (CMC)","Approval"
"05/08/2014","PREZISTANDA   #021976","SUPPL-35","DARUNAVIR","JANSSEN PRODS","Manufacturing (CMC)","Approval"
"05/08/2014","MIRAPEX ERNDA   #022421","SUPPL-3","PRAMIPEXOLE DIHYDROCHLORIDE","BOEHRINGER INGELHEIM","Labeling","Approval"
"05/08/2014","GEMCITABINE HYDROCHLORIDENDA   #200795","SUPPL-5","GEMCITABINE HYDROCHLORIDE","HOSPIRA INC","Labeling","Approval"
"05/08/2014","AZELASTINE HYDROCHLORIDEANDA  #202743","ORIG-1","AZELASTINE HYDROCHLORIDE","PERRIGO ISRAEL","","Approval"
"05/08/2014","PREZISTANDA   #202895","SUPPL-12","DARUNAVIR","JANSSEN PRODS","Manufacturing (CMC)","Approval"
"05/08/2014","SKYLANDA   #203159","SUPPL-3","LEVONORGESTREL","BAYER HLTHCARE","Manufacturing (CMC)","Approval"
"05/08/2014","ZONTIVITYNDA   #204886","ORIG-1","VORAPAXAR SULFATE","TOPROL","Type 1 - New Molecular Entity","Approval"
"05/09/2014","OXYTOCINNDA   #018243","SUPPL-16","OXYTOCIN","WEST-WARD PHARMS INT","Manufacturing (CMC)","Approval"
"05/09/2014","LIDOCAINE HYDROCHLORIDE 0.2% IN DEXTROSE 5% IN PLASTIC CONTAINERNDA   #018388","SUPPL-86","LIDOCAINE HYDROCHLORIDE","HOSPIRA","Manufacturing (CMC)","Approval"
"05/09/2014","LIDOCAINE HYDROCHLORIDE 0.4% IN DEXTROSE 5% IN PLASTIC CONTAINERNDA   #018388","SUPPL-86","LIDOCAINE HYDROCHLORIDE","HOSPIRA","Manufacturing (CMC)","Approval"
"05/09/2014","LIDOCAINE HYDROCHLORIDE 0.8% IN DEXTROSE 5% IN PLASTIC CONTAINERNDA   #018388","SUPPL-86","LIDOCAINE HYDROCHLORIDE","HOSPIRA","Manufacturing (CMC)","Approval"
"05/09/2014","ATROVENT HFANDA   #021527","SUPPL-23","IPRATROPIUM BROMIDE","BOEHRINGER INGELHEIM","Manufacturing (CMC)","Approval"
"05/09/2014","CLEOCINNDA   #050680","SUPPL-10","CLINDAMYCIN PHOSPHATE","PHARMACIA AND UPJOHN","Labeling","Approval"
"05/09/2014","CLEOCINNDA   #050767","SUPPL-11","CLINDAMYCIN PHOSPHATE","PHARMACIA AND UPJOHN","Labeling","Approval"
"05/09/2014","IRBESARTAN AND HYDROCHLOROTHIAZIDEANDA  #203072","ORIG-1","HYDROCHLOROTHIAZIDE; IRBESARTAN","PRINSTON INC","","Approval"
"05/09/2014","IRBESARTAN AND HYDROCHLOROTHIAZIDEANDA  #203072","ORIG-2","HYDROCHLOROTHIAZIDE; IRBESARTAN","PRINSTON INC","","Tentative Approval"
"05/09/2014","FLUDEOXYGLUCOSE F18ANDA  #203902","ORIG-1","FLUDEOXYGLUCOSE F-18","UCSF RODIOPHARM","","Approval"
"05/12/2014","TOPICORTNDA   #018594","SUPPL-9","DESOXIMETASONE","TARO PHARM INDS LTD","Manufacturing (CMC)","Approval"
"05/12/2014","TOPROL-XLNDA   #019962","SUPPL-45","METOPROLOL SUCCINATE","TOPROL","Manufacturing (CMC)","Approval"
"05/12/2014","ZIRGANNDA   #022211","SUPPL-6","GANCICLOVIR","BAUSCH AND LOMB","Manufacturing (CMC)","Approval"
"05/12/2014","HYDROCODONE BITARTRATE AND ACETAMINOPHENANDA  #040846","SUPPL-4","ACETAMINOPHEN; HYDROCODONE BITARTRATE","ANDA REPOSITORY","Manufacturing (CMC)","Approval"
"05/12/2014","DESLORATADINEANDA  #078355","SUPPL-1","DESLORATADINE","BELCHER PHARMS","Manufacturing (CMC)","Approval"
"05/12/2014","BUDESONIDEANDA  #078949","ORIG-1","BUDESONIDE","APOTEX INC","","Approval"
"05/12/2014","RAYOSNDA   #202020","SUPPL-5","PREDNISONE","HORIZON PHARMA USA","Manufacturing (CMC)","Approval"
"05/12/2014","HYDROMORPHONE HYDROCHLORIDEANDA  #202144","ORIG-1","HYDROMORPHONE HYDROCHLORIDE","ACTAVIS LABS FL INC","","Approval"
"05/12/2014","OLANZAPINEANDA  #202285","ORIG-1","OLANZAPINE","MYLAN","","Approval"
"05/12/2014","LO-BLISOVI FEANDA  #203113","ORIG-1","NORETHINDRONE ACETATE;ETHINYL ESTRADIOL;FERROUS FUMARATE","LUPIN LTD","","Tentative Approval"
"05/12/2014","TIVICAYNDA   #204790","SUPPL-1","DOLUTEGRAVIR SODIUM","VIIV HLTHCARE","Labeling","Approval"
"05/12/2014","MEDICAL AIR, USPNDA   #207114","ORIG-1","MEDICAL AIR","AMERICAN WELDING AND GAS INC","Medical Gas","Approval"
"05/13/2014","SORIATANENDA   #019821","SUPPL-24","ACITRETIN","STIEFEL LABS INC","Labeling","Approval"
"05/13/2014","RECLASTNDA   #021817","SUPPL-18","ZOLEDRONIC ACID","NOVARTIS","Manufacturing (CMC)","Approval"
"05/13/2014","TREXIMETNDA   #021926","SUPPL-10","NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE","CURRAX","Manufacturing (CMC)","Approval"
"05/13/2014","LORAZEPAMANDA  #074243","SUPPL-16","LORAZEPAM","HOSPIRA","Manufacturing (CMC)","Approval"
"05/13/2014","OXALIPLATINANDA  #078811","SUPPL-1","OXALIPLATIN","FRESENIUS KABI USA","Manufacturing (CMC)","Approval"
"05/13/2014","ZYTIGANDA   #202379","SUPPL-9","ABIRATERONE ACETATE","JANSSEN BIOTECH","Labeling","Approval"
"05/14/2014","DOPAMINE HYDROCHLORIDENDA   #018132","SUPPL-67","DOPAMINE HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"05/14/2014","DOPAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINERNDA   #018826","SUPPL-45","DOPAMINE HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"05/14/2014","OMNISCANNDA   #020123","SUPPL-40","GADODIAMIDE","GE HEALTHCARE","Manufacturing (CMC)","Approval"
"05/14/2014","ALLEGRA-D 12 HOUR ALLERGY AND CONGESTIONNDA   #020786","SUPPL-32","FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE","SANOFI AVENTIS US","Manufacturing (CMC)","Approval"
"05/14/2014","PLAVIXNDA   #020839","SUPPL-60","CLOPIDOGREL BISULFATE","SANOFI AVENTIS US","Manufacturing (CMC)","Approval"
"05/14/2014","APIDRABLA   #021629","SUPPL-29","INSULIN GLULISINE RECOMBINANT","SANOFI AVENTIS US","","Approval"
"05/14/2014","APIDRA SOLOSTARBLA   #021629","SUPPL-29","INSULIN GLULISINE RECOMBINANT","SANOFI AVENTIS US","","Approval"
"05/14/2014","LOVAZANDA   #021654","SUPPL-41","OMEGA-3-ACID ETHYL ESTERS","SMITHKLINE BEECHAM","Labeling","Approval"
"05/14/2014","VYVANSENDA   #021977","SUPPL-29","LISDEXAMFETAMINE DIMESYLATE","SHIRE DEVELOPMENT","Manufacturing (CMC)","Approval"
"05/14/2014","OMNISCANNDA   #022066","SUPPL-5","GADODIAMIDE","GE HEALTHCARE","Manufacturing (CMC)","Approval"
"05/14/2014","AZORNDA   #022100","SUPPL-23","AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL","DAIICHI SANKYO","Manufacturing (CMC)","Approval"
"05/14/2014","ELELYSOBLA   #022458","SUPPL-2","TALIGLUCERASE ALFA","PFIZER","","Approval"
"05/14/2014","VIMOVONDA   #022511","SUPPL-13","ESOMEPRAZOLE MAGNESIUM; NAPROXEN","HORIZON","Manufacturing (CMC)","Approval"
"05/14/2014","TIMENTIN IN PLASTIC CONTAINERNDA   #050658","SUPPL-30","CLAVULANATE POTASSIUM; TICARCILLIN DISODIUM","GLAXOSMITHKLINE","Manufacturing (CMC)","Approval"
"05/14/2014","MINOCYCLINE HYDROCHLORIDEANDA  #065062","SUPPL-21","MINOCYCLINE HYDROCHLORIDE","TORRENT","Labeling","Approval"
"05/14/2014","HUMIRABLA   #125057","SUPPL-368","ADALIMUMAB","ABBVIE INC","","Approval"
"05/15/2014","DESONIDENDA   #017010","SUPPL-22","DESONIDE","PERRIGO NEW YORK","Manufacturing (CMC)","Approval"
"05/15/2014","TAXOTERENDA   #020449","SUPPL-72","DOCETAXEL","SANOFI AVENTIS US","Manufacturing (CMC)","Approval"
"05/15/2014","NUTROPIN AQBLA   #020522","SUPPL-52","SOMATROPIN","GENENTECH","","Approval"
"05/15/2014","NUTROPIN AQ NUSPINBLA   #020522","SUPPL-52","SOMATROPIN","GENENTECH","","Approval"
"05/15/2014","NUTROPIN AQ PENBLA   #020522","SUPPL-52","SOMATROPIN","GENENTECH","","Approval"
"05/15/2014","CLARITINNDA   #020641","SUPPL-35","LORATADINE","BAYER HEALTHCARE LLC","Manufacturing (CMC)","Approval"
"05/15/2014","CLARITIN HIVES RELIEFNDA   #020641","SUPPL-35","LORATADINE","BAYER HEALTHCARE LLC","Manufacturing (CMC)","Approval"
"05/15/2014","TRIVAGIZOLE 3NDA   #021143","SUPPL-11","CLOTRIMAZOLE","TARO","Manufacturing (CMC)","Approval"
"05/15/2014","ATNAANDA   #021175","SUPPL-24","ATROPINE; PRALIDOXIME CHLORIDE","US ARMY","Manufacturing (CMC)","Approval"
