"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"06/03/2013","FIORINALNDA   #017534","SUPPL-71","ASPIRIN; BUTALBITAL; CAFFEINE","ALLERGAN","Manufacturing (CMC)","Approval"
"06/03/2013","NORDETTE-28NDA   #018782","SUPPL-36","ETHINYL ESTRADIOL; LEVONORGESTREL","TEVA BRANDED PHARM","Labeling","Approval"
"06/03/2013","TRACLEERNDA   #021290","SUPPL-24","BOSENTAN","ACTELION PHARMS LTD","Manufacturing (CMC)","Approval"
"06/03/2013","HALFLYTELYNDA   #021551","SUPPL-18","BISACODYL; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE","BRAINTREE","Manufacturing (CMC)","Approval"
"06/03/2013","EMBEDANDA   #022321","SUPPL-12","MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE","ALPHARMA PHARMS","Labeling","Approval"
"06/03/2013","VPRIVBLA   #022575","SUPPL-11","VELAGLUCERASE ALFA","SHIRE HUMAN GENETIC","","Approval"
"06/03/2013","HYDROXYZINE PAMOATEANDA  #201507","ORIG-1","HYDROXYZINE PAMOATE","HERITAGE PHARMA","","Approval"
"06/03/2013","TESTOSTERONE CYPIONATEANDA  #201720","ORIG-1","TESTOSTERONE CYPIONATE","SUN PHARM INDS LTD","","Approval"
"06/03/2013","ZIDOVUDINEANDA  #202058","SUPPL-3","ZIDOVUDINE","HEC PHARM","Labeling","Approval"
"06/03/2013","OXAYDONDA   #202080","SUPPL-1","OXYCODONE HYDROCHLORIDE","ZYLA","Labeling","Approval"
"06/03/2013","MORPHINE SULFATEANDA  #202104","ORIG-1","MORPHINE SULFATE","UPSHER SMITH LABS","","Approval"
"06/03/2013","ZOLEDRONIC ACIDANDA  #202182","ORIG-1","ZOLEDRONIC ACID","HIKMA FARMACEUTICA","","Approval"
"06/03/2013","CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDEANDA  #202884","ORIG-2","CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE","APOTEX INC","","Approval"
"06/03/2013","CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDEANDA  #202965","ORIG-1","CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE","DR REDDYS LABS LTD","","Approval"
"06/03/2013","KALYDECONDA   #203188","SUPPL-2","IVACAFTOR","VERTEX PHARMS","Manufacturing (CMC)","Approval"
"06/03/2013","ERIVEDGENDA   #203388","SUPPL-2","VISMODEGIB","GENENTECH","Manufacturing (CMC)","Approval"
"06/04/2013","METADATE CDNDA   #021259","SUPPL-26","METHYLPHENIDATE HYDROCHLORIDE","LANNETT CO INC","Labeling","Approval"
"06/04/2013","ZETIANDA   #021445","SUPPL-36","EZETIMIBE","MSD INTL GMBH","Manufacturing (CMC)","Approval"
"06/04/2013","MOZOBILNDA   #022311","SUPPL-13","PLERIXAFOR","GENZYME","Labeling","Approval"
"06/04/2013","FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINERANDA  #076766","SUPPL-7","FLUCONAZOLE","BAXTER HLTHCARE","Labeling","Approval"
"06/04/2013","PREGABALINANDA  #201989","ORIG-1","PREGABALIN","LUPIN LTD","","Tentative Approval"
"06/04/2013","MONTELUKAST SODIUMANDA  #202468","SUPPL-7","MONTELUKAST SODIUM","AUROBINDO PHARMA LTD","Labeling","Approval"
"06/05/2013","HALDOLNDA   #018701","SUPPL-68","HALOPERIDOL DECANOATE","JANSSEN PHARMS","Manufacturing (CMC)","Approval"
"06/05/2013","CLARITINNDA   #019658","SUPPL-40","LORATADINE","BAYER HEALTHCARE LLC","Manufacturing (CMC)","Approval"
"06/05/2013","CLARITIN HIVES RELIEFNDA   #019658","SUPPL-40","LORATADINE","BAYER HEALTHCARE LLC","Manufacturing (CMC)","Approval"
"06/05/2013","AMBIENNDA   #019908","SUPPL-33","ZOLPIDEM TARTRATE","SANOFI AVENTIS US","Manufacturing (CMC)","Approval"
