"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"11/02/2014","LOVASTATINANDA  #075451","SUPPL-23","LOVASTATIN","MYLAN","Labeling","Approval"
"11/02/2014","LOVASTATINANDA  #075551","SUPPL-24","LOVASTATIN","TEVA","Labeling","Approval"
"11/02/2014","LOVASTATINANDA  #075636","SUPPL-27","LOVASTATIN","SANDOZ","Labeling","Approval"
"11/02/2014","LOVASTATINANDA  #075828","SUPPL-34","LOVASTATIN","ACTAVIS ELIZABETH","Labeling","Approval"
"11/02/2014","NAPROXENANDA  #075927","SUPPL-21","NAPROXEN","AMNEAL PHARMS NY","Labeling","Approval"
"11/02/2014","PRAVASTATIN SODIUMANDA  #076939","SUPPL-12","PRAVASTATIN SODIUM","WATSON LABS","Labeling","Approval"
"11/02/2014","PRAVASTATIN SODIUMANDA  #077491","SUPPL-2","PRAVASTATIN SODIUM","APNAR PHARMA LP","Labeling","Approval"
"11/02/2014","LOVASTATINANDA  #077520","SUPPL-10","LOVASTATIN","SUN PHARM INDUSTRIES","Labeling","Approval"
"11/02/2014","LOVASTATINANDA  #077748","SUPPL-3","LOVASTATIN","COREPHARMA","Labeling","Approval"
"11/02/2014","LOVASTATINANDA  #077748","SUPPL-4","LOVASTATIN","COREPHARMA","Labeling","Approval"
"11/02/2014","RISPERIDONEANDA  #078516","SUPPL-8","RISPERIDONE","ZYDUS PHARMS USA","Labeling","Approval"
"11/02/2014","CARBIDOPA, LEVODOPA AND ENTACAPONEANDA  #090786","SUPPL-1","CARBIDOPA; ENTACAPONE; LEVODOPA","WOCKHARDT LTD","Labeling","Approval"
"11/02/2014","CARBIDOPA, LEVODOPA AND ENTACAPONEANDA  #090833","SUPPL-1","CARBIDOPA; ENTACAPONE; LEVODOPA","WOCKHARDT LTD","Labeling","Approval"
"11/03/2014","FURADANTINNDA   #009175","SUPPL-43","NITROFURANTOIN","CASPER PHARMA LLC","Manufacturing (CMC)","Approval"
"11/03/2014","LEVITRANDA   #021400","SUPPL-18","VARDENAFIL HYDROCHLORIDE","BAYER HLTHCARE","Manufacturing (CMC)","Approval"
"11/03/2014","LUNESTANDA   #021476","SUPPL-31","ESZOPICLONE","SUNOVION PHARMS INC","Manufacturing (CMC)","Approval"
"11/03/2014","DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATEANDA  #040444","SUPPL-6","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","EPIC PHARMA LLC","Manufacturing (CMC)","Approval"
"11/03/2014","DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATEANDA  #040444","SUPPL-7","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","EPIC PHARMA LLC","Labeling","Approval"
"11/03/2014","AMOXICILLIN AND CLAVULANATE POTASSIUMANDA  #065191","SUPPL-13","AMOXICILLIN; CLAVULANATE POTASSIUM","HIKMA PHARMS","Labeling","Approval"
"11/03/2014","AMOXICILLIN AND CLAVULANATE POTASSIUMANDA  #065191","SUPPL-14","AMOXICILLIN; CLAVULANATE POTASSIUM","HIKMA PHARMS","Labeling","Approval"
"11/03/2014","ATENOLOLANDA  #073025","SUPPL-40","ATENOLOL","HLTHCARE","Labeling","Approval"
"11/03/2014","ATENOLOLANDA  #073026","SUPPL-41","ATENOLOL","HLTHCARE","Labeling","Approval"
"11/03/2014","ATENOLOLANDA  #074052","SUPPL-39","ATENOLOL","HLTHCARE","Labeling","Approval"
"11/03/2014","CAPTOPRILANDA  #074505","SUPPL-22","CAPTOPRIL","HIKMA INTL PHARMS","Labeling","Approval"
"11/03/2014","CAPTOPRILANDA  #074505","SUPPL-23","CAPTOPRIL","HIKMA INTL PHARMS","Labeling","Approval"
"11/03/2014","ENALAPRIL MALEATEANDA  #075657","SUPPL-11","ENALAPRIL MALEATE","TARO","Labeling","Approval"
"11/03/2014","GABAPENTINANDA  #075694","SUPPL-31","GABAPENTIN","ACTAVIS ELIZABETH","Labeling","Approval"
"11/03/2014","ENALAPRIL MALEATE AND HYDROCHLOROTHIAZIDEANDA  #075727","SUPPL-18","ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE","ACP NIMBLE","Labeling","Approval"
"11/03/2014","ENALAPRIL MALEATE AND HYDROCHLOROTHIAZIDEANDA  #075727","SUPPL-19","ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE","ACP NIMBLE","Labeling","Approval"
"11/03/2014","CLOPIDOGREL BISULFATEANDA  #076274","SUPPL-5","CLOPIDOGREL BISULFATE","APOTEX INC","Labeling","Approval"
"11/03/2014","IBUPROFENANDA  #076460","SUPPL-6","IBUPROFEN","AVEMA PHARMA","Labeling","Approval"
"11/03/2014","PRAVASTATIN SODIUMANDA  #076714","SUPPL-7","PRAVASTATIN SODIUM","DR REDDYS LABS INC","Labeling","Approval"
"11/03/2014","NICOTINE POLACRILEXANDA  #077007","SUPPL-23","NICOTINE POLACRILEX","PERRIGO R AND D","Labeling","Approval"
"11/03/2014","CITALOPRAM HYDROBROMIDEANDA  #077289","SUPPL-15","CITALOPRAM HYDROBROMIDE","AMNEAL PHARMS NY","Labeling","Approval"
"11/03/2014","CITALOPRAM HYDROBROMIDEANDA  #077289","SUPPL-18","CITALOPRAM HYDROBROMIDE","AMNEAL PHARMS NY","Labeling","Approval"
"11/03/2014","CITALOPRAM HYDROBROMIDEANDA  #077289","SUPPL-19","CITALOPRAM HYDROBROMIDE","AMNEAL PHARMS NY","Labeling","Approval"
"11/03/2014","SIMVASTATINANDA  #077752","SUPPL-20","SIMVASTATIN","DR REDDYS LABS INC","Labeling","Approval"
"11/03/2014","SIMVASTATINANDA  #077752","SUPPL-21","SIMVASTATIN","DR REDDYS LABS INC","Labeling","Approval"
"11/03/2014","SIMVASTATINANDA  #077837","SUPPL-29","SIMVASTATIN","ZYDUS PHARMS USA","Labeling","Approval"
"11/03/2014","SIMVASTATINANDA  #077837","SUPPL-30","SIMVASTATIN","ZYDUS PHARMS USA","Labeling","Approval"
"11/03/2014","AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDEANDA  #077890","SUPPL-7","AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE","WATSON LABS","Labeling","Approval"
"11/03/2014","PRAVASTATIN SODIUMANDA  #077917","SUPPL-16","PRAVASTATIN SODIUM","LUPIN PHARMS","Manufacturing (CMC)","Approval"
"11/03/2014","GLIMEPIRIDEANDA  #078181","SUPPL-7","GLIMEPIRIDE","ACCORD HLTHCARE","Labeling","Approval"
"11/03/2014","FLUOXETINE HYDROCHLORIDEANDA  #078572","SUPPL-4","FLUOXETINE HYDROCHLORIDE","DR REDDYS LABS LTD","Labeling","Approval"
"11/03/2014","FLUOXETINE HYDROCHLORIDEANDA  #078572","SUPPL-5","FLUOXETINE HYDROCHLORIDE","DR REDDYS LABS LTD","Labeling","Approval"
"11/03/2014","FLUOXETINE HYDROCHLORIDEANDA  #078572","SUPPL-6","FLUOXETINE HYDROCHLORIDE","DR REDDYS LABS LTD","Labeling","Approval"
"11/03/2014","DONEPEZIL HYDROCHLORIDEANDA  #078841","SUPPL-4","DONEPEZIL HYDROCHLORIDE","APOTEX","Labeling","Approval"
"11/03/2014","LEVETIRACETAMANDA  #079063","SUPPL-8","LEVETIRACETAM","AUROBINDO PHARMA LTD","Labeling","Approval"
"11/03/2014","LEVETIRACETAMANDA  #079063","SUPPL-10","LEVETIRACETAM","AUROBINDO PHARMA LTD","Labeling","Approval"
"11/03/2014","LEVETIRACETAMANDA  #079063","SUPPL-13","LEVETIRACETAM","AUROBINDO PHARMA LTD","Labeling","Approval"
