"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"11/02/2015","ABRAXANENDA   #021660","SUPPL-42","PACLITAXEL","ABRAXIS BIOSCIENCE","Manufacturing (CMC)","Approval"
"11/02/2015","SOMATULINE DEPOTNDA   #022074","SUPPL-14","LANREOTIDE ACETATE","IPSEN PHARMA","Manufacturing (CMC)","Approval"
"11/02/2015","HYDROCODONE BITARTRATE AND ACETAMINOPHENANDA  #040248","SUPPL-1","ACETAMINOPHEN; HYDROCODONE BITARTRATE","WATSON LABS","Labeling","Approval"
"11/02/2015","SANDIMMUNENDA   #050573","SUPPL-40","CYCLOSPORINE","NOVARTIS","Manufacturing (CMC)","Approval"
"11/02/2015","GRIFULVIN VANDA  #062483","SUPPL-21","GRISEOFULVIN, MICROSIZE","VALEANT LUXEMBOURG","Labeling","Approval"
"11/02/2015","CLAFORANANDA  #062659","SUPPL-41","CEFOTAXIME SODIUM","SANOFI AVENTIS US","Labeling","Approval"
"11/02/2015","PENTOXIFYLLINEANDA  #075199","SUPPL-3","PENTOXIFYLLINE","ANI PHARMS INC","Labeling","Approval"
"11/02/2015","SERTRALINE HYDROCHLORIDEANDA  #077299","SUPPL-3","SERTRALINE HYDROCHLORIDE","HERITAGE PHARMA","Labeling","Approval"
"11/02/2015","RISPERIDONEANDA  #077769","SUPPL-1","RISPERIDONE","HERITAGE PHARMA","Labeling","Approval"
"11/02/2015","PROMETH W/ DEXTROMETHORPHANANDA  #088762","SUPPL-74","DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE","G AND W LABS INC","Labeling","Approval"
"11/02/2015","STENDRANDA   #202276","SUPPL-12","AVANAFIL","METUCHEN PHARMS","Manufacturing (CMC)","Approval"
"11/02/2015","MYRBETRIQNDA   #202611","SUPPL-5","MIRABEGRON","APGDI","Labeling","Approval"
"11/02/2015","TELMISARTAN AND HYDROCHLOROTHIAZIDEANDA  #204169","ORIG-1","HYDROCHLOROTHIAZIDE; TELMISARTAN","MACLEODS PHARMS LTD","","Approval"
"11/02/2015","AMMONIA N 13ANDA  #204510","ORIG-1","AMMONIA N-13","PETNET","","Approval"
"11/03/2015","SABRILNDA   #022006","SUPPL-17","VIGABATRIN","LUNDBECK PHARMS LLC","Labeling","Approval"
"11/03/2015","VANCOMYCIN HYDROCHLORIDEANDA  #062933","SUPPL-27","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"11/03/2015","HALOPERIDOLANDA  #070714","SUPPL-6","HALOPERIDOL LACTATE","WATSON LABS","Labeling","Approval"
"11/03/2015","HALOPERIDOLANDA  #070981","SUPPL-11","HALOPERIDOL","WATSON LABS","Labeling","Approval"
"11/03/2015","HALOPERIDOLANDA  #070982","SUPPL-12","HALOPERIDOL","WATSON LABS","Labeling","Approval"
"11/03/2015","HALOPERIDOLANDA  #070983","SUPPL-12","HALOPERIDOL","WATSON LABS","Labeling","Approval"
"11/03/2015","HALOPERIDOLANDA  #070984","SUPPL-10","HALOPERIDOL","WATSON LABS","Labeling","Approval"
"11/03/2015","PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDEANDA  #073007","SUPPL-23","AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE","HERITAGE PHARMA","Labeling","Approval"
"11/03/2015","PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDEANDA  #073008","SUPPL-22","AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE","HERITAGE PHARMA","Labeling","Approval"
"11/03/2015","PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDEANDA  #073009","SUPPL-23","AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE","HERITAGE PHARMA","Labeling","Approval"
"11/03/2015","PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDEANDA  #073010","SUPPL-23","AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE","HERITAGE PHARMA","Labeling","Approval"
"11/03/2015","CLONAZEPAMANDA  #074940","SUPPL-6","CLONAZEPAM","MYLAN PHARMS INC","Labeling","Approval"
"11/03/2015","BUSPIRONE HYDROCHLORIDEANDA  #075385","SUPPL-10","BUSPIRONE HYDROCHLORIDE","IVAX SUB TEVA PHARMS","Labeling","Approval"
"11/03/2015","CHLORPROMAZINE HYDROCHLORIDEANDA  #080365","SUPPL-165","CHLORPROMAZINE HYDROCHLORIDE","DR REDDYS","Labeling","Approval"
"11/03/2015","OGEN .625ANDA  #083220","SUPPL-42","ESTROPIPATE","PHARMACIA AND UPJOHN","Labeling","Approval"
"11/03/2015","OGEN 1.25ANDA  #083220","SUPPL-42","ESTROPIPATE","PHARMACIA AND UPJOHN","Labeling","Approval"
"11/03/2015","OGEN 2.5ANDA  #083220","SUPPL-42","ESTROPIPATE","PHARMACIA AND UPJOHN","Labeling","Approval"
"11/03/2015","OGEN 5ANDA  #083220","SUPPL-42","ESTROPIPATE","PHARMACIA AND UPJOHN","Labeling","Approval"
"11/03/2015","OGENANDA  #084710","SUPPL-22","ESTROPIPATE","PHARMACIA AND UPJOHN","Labeling","Approval"
"11/03/2015","CHLORPROMAZINE HYDROCHLORIDEANDA  #086863","SUPPL-28","CHLORPROMAZINE HYDROCHLORIDE","ACTAVIS MID ATLANTIC","Labeling","Approval"
"11/03/2015","THIORIDAZINE HYDROCHLORIDEANDA  #088229","SUPPL-24","THIORIDAZINE HYDROCHLORIDE","ACTAVIS MID ATLANTIC","Labeling","Approval"
"11/03/2015","THIORIDAZINE HYDROCHLORIDEANDA  #088476","SUPPL-17","THIORIDAZINE HYDROCHLORIDE","HERITAGE PHARMA","Labeling","Approval"
"11/03/2015","THIORIDAZINE HYDROCHLORIDEANDA  #088477","SUPPL-16","THIORIDAZINE HYDROCHLORIDE","WATSON LABS TEVA","Labeling","Approval"
"11/03/2015","THIORIDAZINE HYDROCHLORIDEANDA  #088478","SUPPL-17","THIORIDAZINE HYDROCHLORIDE","HERITAGE PHARMA","Labeling","Approval"
"11/03/2015","THIORIDAZINE HYDROCHLORIDEANDA  #088479","SUPPL-16","THIORIDAZINE HYDROCHLORIDE","HERITAGE PHARMA","Labeling","Approval"
"11/03/2015","THIORIDAZINE HYDROCHLORIDEANDA  #088561","SUPPL-23","THIORIDAZINE HYDROCHLORIDE","WATSON LABS","Labeling","Approval"
